0:0:2 | [CMD] ahmet55(6) => /buybus
10:59:51 | [CMD] Dark_Alone_(12) => /tamir
11:0:0 | [CMD] Dark_Alone_(12) => /manuelvites
11:0:8 | [CMD] SiskoDayi(11) => /pm 7 asi kaptan mý
11:0:13 | [CMD] [A.s.i]KraL(7) => /pm 11 evet
11:0:16 | [CMD] eren1616(6) => /a itle arkadan itle
11:0:22 | [CMD] SiskoDayi(11) => /pm 7 evt
11:0:22 | [CMD] eren1616(6) => /modifiye
11:0:34 | [CMD] testere151(8) => /modifiye
11:0:35 | [CMD] [A.s.i]KraL(7) => /pm 11 suan o yanýmda
11:0:36 | [CMD] eren1616(6) => /modifiye
11:0:48 | [LOCAL]testere151(8): nitro bas nitro
11:0:48 | [CMD] testere151(8) => /l nitro bas nitro
11:0:54 | [CMD] SiskoDayi(11) => /pm 7 sadete gelelim neymiþ rica edicegin þey :D
11:0:58 | [CMD] nik0tin(10) => /atamir
11:1:2 | [LOCAL]testere151(8): pü :WQE
11:1:2 | [CMD] testere151(8) => /l pü :WQE
11:1:7 | [CMD] testere151(8) => /fuel
11:1:11 | [CMD] [A.s.i]KraL(7) => /pm 11 8m istiyor senden borc olarak
11:1:17 | [LOCAL]eren1616(6): :DA
11:1:17 | [CMD] eren1616(6) => /l :DA
11:1:22 | [LOCAL]eren1616(6): A:DSA
11:1:22 | [CMD] eren1616(6) => /l A:DSA
11:1:26 | [CMD] eren1616(6) => /boat
11:1:27 | [CMD] [A.s.i]KraL(7) => /pm 11 varsa tabi
11:1:35 | [CMD] nik0tin(10) => /araba 
11:1:36 | [CMD] eren1616(6) => /a mülteci teknesi
11:1:40 | [CMD] nik0tin(10) => /araba 
11:1:41 | [CMD] eren1616(6) => /moifiye
11:1:42 | [CMD] Dark_Alone_(12) => /otovites
11:1:43 | [CMD] SiskoDayi(11) => /pm 7 kendisi gelsin vereyim
11:1:44 | [CMD] eren1616(6) => /modifiye
11:1:48 | [CMD] nik0tin(10) => /myskin 45
11:1:54 | [CMD] nik0tin(10) => /modifiye 
11:1:56 | [CMD] Dark_Alone_(12) => /otovites
11:2:0 | [CMD] testere151(8) => /asilah
11:2:4 | [CMD] [A.s.i]KraL(7) => /pm 11 banlý haci o
11:2:9 | [LOCAL]eren1616(6): arkadakini tara :D
11:2:9 | [CMD] eren1616(6) => /l arkadakini tara :D
11:2:12 | [CMD] testere151(8) => /giveweapon 8 dildo 1
11:2:14 | [CMD] [A.s.i]KraL(7) => /pm 11 ondan senden istiyorum 
11:2:17 | [CMD] testere151(8) => /ise
11:2:17 | [CMD] SiskoDayi(11) => /pm 7 niye
11:2:25 | [CMD] [A.s.i]KraL(7) => /pm 11 ozelden server adý verme
11:2:32 | [CMD] eren1616(6) => /car sultan 0 0
11:2:42 | [CMD] [A.s.i]KraL(7) => /pm 11 hesap numarasýný veriyim yatýr sana zahmet
11:2:51 | [CMD] eren1616(6) => /vipler
11:2:59 | [OTOBUSCU] Dark_Alone_, Las Venturas Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 190 Saniye
11:3:2 | [LOCAL]eren1616(6): in
11:3:2 | [CMD] eren1616(6) => /l in
11:3:3 | [CMD] testere151(8) => /flip
11:3:6 | [CMD] SiskoDayi(11) => /q3
11:3:8 | SiskoDayi(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:3:10 | [CMD] Dark_Alone_(12) => /convoy
11:3:20 | [A.s.i]KraL(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:3:24 | [CMD] eren1616(6) => /ordadurliseli
11:3:28 | [CMD] eren1616(6) => /31
11:3:28 | [CMD] H.R.N.(9) => /musait
11:3:29 | [CMD] eren1616(6) => /ise
11:3:30 | [CMD] testere151(8) => /yak 6
11:3:31 | [CMD] eren1616(6) => /31
11:3:34 | [CMD] H.R.N.(9) => /goto 8
11:3:46 | H.R.N.(9): 7otur
11:3:47 | [CMD] eren1616(6) => /boat
11:3:51 | [CMD] H.R.N.(9) => /otur
11:3:53 | [LOCAL]nik0tin(10): önde dur ora su içine giriyo 
11:3:53 | [CMD] nik0tin(10) => /l önde dur ora su içine giriyo 
11:3:59 | [CMD] H.R.N.(9) => /animkapat
11:4:4 | [CMD] H.R.N.(9) => /otur
11:4:6 | [CMD] eren1616(6) => /animkapat
11:4:9 | [CMD] eren1616(6) => /animkapat
11:4:11 | [CMD] eren1616(6) => /animkapat
11:4:12 | [A.s.i]KraL(7) oyuna girdi [IP: 78.180.176.220]
11:4:23 | [CMD] testere151(8) => /boat
11:4:23 | [LOCAL]eren1616(6): silah yasaðýný kaldýrsana :D
11:4:23 | [CMD] eren1616(6) => /l silah yasaðýný kaldýrsana :D
11:4:24 | 
11:4:27 | {FFCC00}[A.s.i]KraL(7) {FFFFFF}Polis olarak spawn oldu.
11:4:27 | [CMD] nik0tin(10) => /atamir 
11:4:31 | [CMD] eren1616(6) => /goto 8
11:4:32 | [CMD] H.R.N.(9) => /r forum eðlence bölümüne bi bakýn :d
11:4:33 | nik0tin(10): korsanlar bastý
11:4:38 | [CMD] eren1616(6) => /goto 8
11:4:41 | [CMD] [A.s.i]KraL(7) => /rescue
11:4:44 | [CMD] eren1616(6) => /goto 8
11:4:46 | [CMD] eren1616(6) => /ld
11:4:50 | [CMD] eren1616(6) => /goto 8
11:4:53 | [CMD] eren1616(6) => /goto 8
11:4:54 | [CMD] nik0tin(10) => /r telden bakam 
11:5:1 | testere151(8): durun lo QW:E
11:5:3 | [CMD] eren1616(6) => /portvehicle 584
11:5:19 | [CMD] testere151(8) => /goto 10
11:5:20 | [CMD] eren1616(6) => /otur
11:5:24 | [CMD] eren1616(6) => /animkapa
11:5:25 | [CMD] eren1616(6) => /animkapa
11:5:27 | [CMD] testere151(8) => /atamir
11:5:31 | [LOCAL]testere151(8): QW:E
11:5:31 | [CMD] testere151(8) => /l QW:E
11:5:32 | [CMD] Dark_Alone_(12) => /rescue
11:5:32 | [LOCAL]H.R.N.(9): tatak tatak pancar motoru gibi
11:5:32 | [CMD] H.R.N.(9) => /l tatak tatak pancar motoru gibi
11:5:40 | [A.s.i]KraL(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:5:41 | [CMD] Dark_Alone_(12) => /araba
11:5:43 | [CMD] eren1616(6) => /animkapa
11:5:44 | [CMD] eren1616(6) => /animkapat
11:5:52 | [CMD] eren1616(6) => /otur
11:5:54 | [CMD] Dark_Alone_(12) => /kemer
11:5:59 | [CMD] eren1616(6) => /musai
11:6:1 | [CMD] eren1616(6) => /musait
11:6:25 | [CMD] testere151(8) => /silahizni 6
11:6:46 | [CMD] testere151(8) => /giveweapon 6 mini 100000
11:7:6 | [CMD] testere151(8) => /silahizni 6
11:7:9 | [CMD] nik0tin(10) => /atamir 
11:7:23 | [CMD] testere151(8) => /goto 8
11:7:26 | [CMD] testere151(8) => /goto 10
11:8:21 | [CMD] testere151(8) => /goto 10
11:8:21 | [CMD] H.R.N.(9) => /stats
11:8:34 | [CMD] H.R.N.(9) => /basarimlar
11:8:37 | [CMD] nik0tin(10) => /atamir 
11:8:43 | Dark_Alone_(12): sa
11:8:47 | [CMD] H.R.N.(9) => /as
11:8:50 | [CMD] nik0tin(10) => /as
11:8:50 | [CMD] testere151(8) => /giveweapon 8 mini 100000
11:8:57 | [CMD] nik0tin(10) => /atamir 
11:9:2 | Dark_Alone_(12): admin
11:9:5 | testere151(8): evet
11:9:6 | Dark_Alone_(12): su pizzacý gorevlerý
11:9:8 | Dark_Alone_(12): buglumu
11:9:10 | [CMD] Dark_Alone_(12) => /meslek
11:9:11 | [CMD] nik0tin(10) => /cantazele 
11:9:13 | [CMD] nik0tin(10) => /god
11:9:13 | [CMD] nik0tin(10) => /god
11:9:14 | testere151(8): evet
11:9:17 | {FFCC00}Dark_Alone_(12) {FFFFFF}Kamyoncu olarak spawn oldu.
11:9:17 | testere151(8): buglu
11:9:20 | [CMD] Dark_Alone_(12) => /rescue
11:9:24 | [CMD] H.R.N.(9) => /otur
11:9:29 | Dark_Alone_(12): ne zmn duzeltýrsýnýz
11:9:41 | [CMD] H.R.N.(9) => /animkapat
11:9:44 | [CMD] Dark_Alone_(12) => /meslek
11:9:50 | testere151(8): bilgimiz yok
11:9:51 | {FFCC00}Dark_Alone_(12) Otobus Soforu olarak spawn oldu.
11:9:52 | [CMD] Dark_Alone_(12) => /meslek
11:9:56 | {FFCC00}Dark_Alone_(12) {FFFFFF}Kamyoncu olarak spawn oldu.
11:9:59 | [CMD] Dark_Alone_(12) => /rescue
11:10:1 | [CMD] testere151(8) => /wanted 8 0
11:10:7 | [CMD] Dark_Alone_(12) => /araba 
11:10:19 | [CMD] Dark_Alone_(12) => /kemer
11:10:35 | [CMD] nik0tin(10) => /boat 
11:10:35 | [CMD] testere151(8) => /bike
11:11:3 | [CMD] H.R.N.(9) => /araba
11:11:19 | [CMD] nik0tin(10) => /a havada biþey uçuyo :D 
11:11:19 | [CMD] H.R.N.(9) => /goto 8
11:11:22 | [CMD] H.R.N.(9) => /araba
11:11:36 | [CMD] testere151(8) => /cantazele
11:11:36 | [CMD] Dark_Alone_(12) => /galeri
11:11:40 | testere151(8): lo
11:11:41 | {FFCC00}testere151(8) {FFFFFF}Kamyoncu olarak spawn oldu.
11:11:43 | H.R.N.(9) Mafya olarak spawn oldu.
11:11:46 | [CMD] H.R.N.(9) => /r gluk gluk
11:11:47 | [CMD] testere151(8) => /r ulen :D
11:11:50 | [CMD] H.R.N.(9) => /goto 8
11:11:50 | [CMD] nik0tin(10) => /cleanupcars
11:11:53 | [CMD] testere151(8) => /goto 9
11:11:54 | [CMD] nik0tin(10) => /boat 
11:12:2 | [CMD] eren1616(6) => /animkapat
11:12:5 | [CMD] eren1616(6) => /boat
11:12:6 | Dark_Alone_(12): araclar cok pahalý bea
11:12:12 | [CMD] eren1616(6) => /modifiye
11:12:13 | [CMD] Dark_Alone_(12) => /galeri
11:12:17 | [CMD] testere151(8) => /srespawncars
11:12:23 | [CMD] eren1616(6) => /dcar
11:12:27 | {FFCC00}eren1616(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:12:28 | [CMD] eren1616(6) => /goto tes
11:12:32 | [CMD] H.R.N.(9) => /31
11:12:38 | [CMD] H.R.N.(9) => /ise
11:12:39 | [CMD] eren1616(6) => /plane
11:12:39 | [CMD] nik0tin(10) => /a jetmax güzel tekneymiþ squalo kedi gibi kaldý 
11:12:40 | [CMD] H.R.N.(9) => /31
11:12:58 | [CMD] testere151(8) => /a :D
11:13:1 | [CMD] eren1616(6) => /sc
11:13:4 | [CMD] eren1616(6) => /sac
11:13:13 | [CMD] testere151(8) => /a sancak beyden bi izin alamadýk
11:13:18 | [CMD] testere151(8) => /a cevap vermiyi
11:13:21 | [CMD] Dark_Alone_(12) => /rentcar
11:13:25 | [CMD] nik0tin(10) => /a gusul var mý 
11:13:26 | [CMD] eren1616(6) => /dtemizsle
11:13:29 | [CMD] nik0tin(10) => /a :D 
11:13:30 | [CMD] testere151(8) => /a yoh QW:E
11:13:33 | [CMD] eren1616(6) => /dtemile
11:13:35 | [CMD] eren1616(6) => /atamir
11:13:39 | [CMD] eren1616(6) => /dtemizle
11:13:40 | [CMD] testere151(8) => /a skordan da bi hayýr yok
11:13:40 | [CMD] H.R.N.(9) => /animlapat
11:13:42 | [CMD] Dark_Alone_(12) => /modifiye
11:13:43 | [CMD] H.R.N.(9) => /animkapat
11:13:44 | [CMD] nik0tin(10) => /a iþi vardýr 
11:13:46 | [CMD] testere151(8) => /asay2 k 
11:13:46 | [CMD] H.R.N.(9) => /animkapat
11:13:50 | [CMD] H.R.N.(9) => /rescue
11:13:57 | [CMD] testere151(8) => /a görüldü atýyo :/
11:13:58 | {FFCC00}eren1616(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:13:59 | [CMD] Dark_Alone_(12) => /arenk1
11:13:59 | [CMD] eren1616(6) => //goto 8
11:14:0 | [LOCAL]nik0tin(10): süt felan gösteriyodu bi ara 
11:14:0 | [CMD] nik0tin(10) => /l süt felan gösteriyodu bi ara 
11:14:2 | [CMD] eren1616(6) => /goto 8
11:14:3 | [CMD] Dark_Alone_(12) => /arenk1
11:14:3 | [CMD] testere151(8) => /goto 10
11:14:5 | [CMD] Dark_Alone_(12) => /arenk2
11:14:5 | [CMD] nik0tin(10) => /a süt felan gösteriyodu bi ara 
11:14:6 | [CMD] H.R.N.(9) => /modifiye
11:14:7 | [CMD] testere151(8) => /goto 9
11:14:9 | [CMD] Dark_Alone_(12) => /arenk1
11:14:13 | [CMD] nik0tin(10) => /modifiye 
11:14:24 | [CMD] testere151(8) => /a sýkýldým sokaklarda hydra sürecem
11:14:24 | [CMD] eren1616(6) => /goto 8
11:14:30 | [CMD] testere151(8) => /plane
11:14:33 | [CMD] eren1616(6) => /sac
11:14:38 | [SWAT]DeaD[POH](7) oyuna girdi [IP: 158.181.43.227]
11:14:48 | [CMD] nik0tin(10) => /araba 
11:14:50 | [CMD] eren1616(6) => /a knk banada spawnlasana be :D
11:15:0 | 
11:15:3 | {FFCC00}[SWAT]DeaD[POH](7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:15:6 | [CMD] [SWAT]DeaD[POH](7) => /rescue
11:15:7 | [CMD] eren1616(6) => /atamir
11:15:20 | [CMD] H.R.N.(9) => /tamir
11:15:23 | [CMD] H.R.N.(9) => /cevir
11:15:37 | [CMD] nik0tin(10) => /araba
11:15:42 | {FFCC00}eren1616(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:15:43 | [CMD] eren1616(6) => /goto 8
11:15:49 | [CMD] eren1616(6) => /goto 8
11:15:53 | [CMD] eren1616(6) => /goto 8
11:15:54 | [CMD] [SWAT]DeaD[POH](7) => /kasabirak
11:16:7 | [CMD] eren1616(6) => /portvehicle 584
11:16:10 | [CMD] eren1616(6) => /portvehicle 584
11:16:15 | [CMD] eren1616(6) => /otur
11:16:22 | [CMD] eren1616(6) => /myskin 178
11:16:24 | [SWAT]DeaD[POH](7): g
11:16:26 | [CMD] eren1616(6) => /stirptiz G
11:16:35 | [CMD] [SWAT]DeaD[POH](7) => /sa
11:16:35 | [CMD] eren1616(6) => /myskin 294
11:16:39 | [CMD] nik0tin(10) => /as 
11:16:54 | [LOCAL]eren1616(6): abi bi tur versene
11:16:54 | [CMD] eren1616(6) => /l abi bi tur versene
11:16:55 | [SWAT]DeaD[POH](7): arac res
11:17:0 | Dark_Alone_(12): S
11:17:2 | [CMD] Dark_Alone_(12) => /kemer
11:17:6 | [LOCAL]eren1616(6): abi bi tur ya
11:17:6 | [CMD] eren1616(6) => /l abi bi tur ya
11:17:8 | [LOCAL]testere151(8): .l.
11:17:8 | [CMD] testere151(8) => /l .l.
11:17:8 | [CMD] [SWAT]DeaD[POH](7) => /gobus
11:17:8 | [LOCAL]eren1616(6): nolur ab
11:17:8 | [CMD] eren1616(6) => /l nolur ab
11:17:17 | [CMD] testere151(8) => /atamir
11:17:19 | {FFCC00}Dark_Alone_(12) {FFFFFF}Kamyoncu olarak spawn oldu.
11:17:22 | [CMD] testere151(8) => /atamir
11:17:27 | [SWAT]DeaD[POH](7): bana borc verecek varmi
11:17:32 | [LOCAL]eren1616(6): ama abi ya altý üstü bi jet
11:17:32 | [CMD] eren1616(6) => /l ama abi ya altý üstü bi jet
11:17:34 | [CMD] H.R.N.(9) => /r ya dayý  dorse alcam da týr sýðmýyoki yola
11:17:45 | [CMD] Dark_Alone_(12) => /work
11:17:48 | [CMD] Dark_Alone_(12) => /rescue
11:18:0 | [CMD] nik0tin(10) => /asay Araç Res Geliyor ...    
11:18:0 | [CMD] Dark_Alone_(12) => /araba
11:18:1 | [CMD] nik0tin(10) => /asay Araç Res Geliyor ...    
11:18:12 | [LOCAL]eren1616(6): knk onlinede hiç hidra sürmedim nolur yav :D
11:18:12 | [CMD] eren1616(6) => /l knk onlinede hiç hidra sürmedim nolur yav :D
11:18:17 | [CMD] H.R.N.(9) => /cevir
11:18:18 | [CMD] eren1616(6) => /go
11:18:19 | [CMD] nik0tin(10) => /respawncars 
11:18:19 | [CMD] eren1616(6) => /god
11:18:20 | [CMD] nik0tin(10) => /cantazele 
11:18:22 | [CMD] eren1616(6) => /god
11:18:27 | [CMD] H.R.N.(9) => /rescue
11:18:30 | [CMD] nik0tin(10) => /cleanupcars 
11:18:37 | [CMD] nik0tin(10) => /goto H 
11:19:5 | [LOCAL]eren1616(6): uçuyoz amk
11:19:5 | [CMD] eren1616(6) => /l uçuyoz amk
11:19:13 | [LOCAL]eren1616(6): :D
11:19:13 | [CMD] eren1616(6) => /l :D
11:19:20 | [CMD] Dark_Alone_(12) => /kemer
11:19:23 | [CMD] eren1616(6) => /portvehicle 584
11:19:26 | [CMD] eren1616(6) => /portvehicle 584
11:19:27 | [CMD] Dark_Alone_(12) => /kemer
11:19:28 | [CMD] testere151(8) => /atamir
11:19:29 | [CMD] Dark_Alone_(12) => /kemer
11:19:39 | [LOCAL]testere151(8): havada arza yaptý mk QW:E
11:19:39 | [CMD] testere151(8) => /l havada arza yaptý mk QW:E
11:19:40 | [CMD] eren1616(6) => /sac
11:19:43 | [LOCAL]eren1616(6): :ASDSA:
11:19:43 | [CMD] eren1616(6) => /l :ASDSA:
11:19:55 | [CMD] nik0tin(10) => /respawn 334 
11:20:4 | [CMD] eren1616(6) => /dorseget 584
11:20:9 | [CMD] [SWAT]DeaD[POH](7) => /work
11:20:11 | [CMD] eren1616(6) => /dorseget 584
11:20:16 | [CMD] testere151(8) => /cleanupcars
11:20:23 | [LOCAL]eren1616(6): abi bi tur bea
11:20:23 | [CMD] eren1616(6) => /l abi bi tur bea
11:20:30 | [CMD] testere151(8) => /veh
11:20:35 | nik0tin(10): gel
11:20:38 | [CMD] nik0tin(10) => /atamir 
11:20:45 | [CMD] testere151(8) => /car rc . .
11:20:51 | [LOCAL]nik0tin(10): laglý ama kusura bakma :D 
11:20:51 | [CMD] nik0tin(10) => /l laglý ama kusura bakma :D 
11:20:54 | [LOCAL]testere151(8): gel hele
11:20:54 | [CMD] testere151(8) => /l gel hele
11:20:56 | [CMD] eren1616(6) => /car rc 1 1
11:20:57 | [LOCAL]H.R.N.(9): :D
11:20:57 | [CMD] H.R.N.(9) => /l :D
11:21:3 | [LOCAL]nik0tin(10): nasýl gidiyo 
11:21:3 | [CMD] nik0tin(10) => /l nasýl gidiyo 
11:21:5 | [LOCAL]testere151(8): /etk car rc yaz
11:21:5 | [CMD] testere151(8) => /l /etk car rc yaz
11:21:10 | [CMD] eren1616(6) => /etk car rc
11:21:12 | [LOCAL]H.R.N.(9): pandomimici gibi
11:21:12 | [CMD] H.R.N.(9) => /l pandomimici gibi
11:21:13 | [CMD] eren1616(6) => /etk car rc
11:21:15 | [LOCAL]eren1616(6): olmiyi :D
11:21:15 | [CMD] eren1616(6) => /l olmiyi :D
11:21:17 | [SWAT]DeaD[POH](7): kim
11:21:18 | [CMD] testere151(8) => /etk car rc
11:21:19 | [LOCAL]nik0tin(10): oney 
11:21:19 | [CMD] nik0tin(10) => /l oney 
11:21:25 | [CMD] eren1616(6) => /etk car 
11:21:27 | [LOCAL]H.R.N.(9): robot gibi
11:21:27 | [CMD] H.R.N.(9) => /l robot gibi
11:21:28 | [CMD] [SWAT]DeaD[POH](7) => /asiriyuk
11:21:28 | [CMD] eren1616(6) => /etk sirala
11:21:29 | [LOCAL]testere151(8): /etk arac rc yaz
11:21:29 | [CMD] testere151(8) => /l /etk arac rc yaz
11:21:34 | [CMD] eren1616(6) => /etk arac rc
11:21:37 | [CMD] eren1616(6) => /etk arac rc 1 1
11:21:37 | [ANTIHACK] Þüpheli testere151(8) => Airbreak-hack
11:21:42 | [LOCAL]nik0tin(10): mod yok yab hep laglý 
11:21:42 | [CMD] nik0tin(10) => /l mod yok yab hep laglý 
11:21:44 | [LOCAL]eren1616(6): bune amk :D
11:21:44 | [CMD] eren1616(6) => /l bune amk :D
11:21:51 | [CMD] eren1616(6) => /etk arac rc 1 1
11:21:58 | [LOCAL]testere151(8): /etk car bandit yaz
11:21:58 | [CMD] testere151(8) => /l /etk car bandit yaz
11:22:4 | [LOCAL]testere151(8): arac
11:22:4 | [CMD] testere151(8) => /l arac
11:22:5 | [CMD] eren1616(6) => /etk arac bandit 1 1
11:22:15 | [CMD] testere151(8) => /cleanupcars
11:22:21 | [LOCAL]eren1616(6): sende yaz :D
11:22:21 | [CMD] eren1616(6) => /l sende yaz :D
11:22:32 | [CMD] testere151(8) => /etk arac bandit 1 1
11:22:33 | [ANTIHACK] Þüpheli eren1616(6) => Airbreak-hack
11:22:49 | [LOCAL]H.R.N.(9): eyv
11:22:49 | [CMD] H.R.N.(9) => /l eyv
11:22:53 | [LOCAL]nik0tin(10): öd 
11:22:53 | [CMD] nik0tin(10) => /l öd 
11:22:54 | [ANTIHACK] Þüpheli testere151(8) => Airbreak-hack
11:23:6 | [CMD] eren1616(6) => /atamir
11:23:17 | [CMD] H.R.N.(9) => /r gizli kasa buldun demedi
11:23:18 | [CMD] nik0tin(10) => /car roadtrain 0 1
11:23:26 | [CMD] nik0tin(10) => /r almýþssýdýr 
11:23:27 | [CMD] eren1616(6) => /get tes
11:23:34 | [CMD] testere151(8) => /a res atýlmýcak
11:23:39 | [CMD] nik0tin(10) => /trailer 
11:23:41 | [CMD] testere151(8) => /a atmayýn dedi
11:23:42 | [CMD] H.R.N.(9) => /r almadým
11:24:14 | [CMD] eren1616(6) => /(sac
11:24:15 | [CMD] eren1616(6) => /sc
11:24:19 | [CMD] eren1616(6) => /sac
11:24:22 | [CMD] H.R.N.(9) => /r aga 2 dk burda dursanan relog atam
11:24:25 | [CMD] nik0tin(10) => /cleanupcars 
11:24:27 | H.R.N.(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:24:34 | [CMD] nik0tin(10) => /trailer 
11:24:37 | [CMD] nik0tin(10) => /trailer 
11:24:39 | [CMD] nik0tin(10) => /trailer
11:24:45 | [CMD] nik0tin(10) => /trailer
11:24:55 | [SWAT]DeaD[POH](7): arac res pls
11:24:59 | [CMD] nik0tin(10) => /asay Araç Res Geliyor ...    
11:25:0 | [CMD] nik0tin(10) => /asay Araç Res Geliyor ...    
11:25:1 | H.R.N.(9) oyuna girdi [IP: 46.2.99.207]
11:25:7 | [CMD] nik0tin(10) => /respawncars 
11:25:8 | [CMD] nik0tin(10) => /cantazele 
11:25:10 | 
11:25:13 | H.R.N.(9) Mafya olarak spawn oldu.
11:25:18 | [CMD] [SWAT]DeaD[POH](7) => /meslek
11:25:18 | [CMD] H.R.N.(9) => /goto 10
11:25:24 | [CMD] [SWAT]DeaD[POH](7) => /karakol
11:25:28 | [CMD] [SWAT]DeaD[POH](7) => /goreviptal
11:25:30 | [SWAT]DeaD[POH](7): niko
11:25:35 | nik0tin(10): evet
11:25:36 | [SWAT]DeaD[POH](7): arac res yine
11:25:40 | [CMD] [SWAT]DeaD[POH](7) => /meslek
11:25:42 | testere151(8): nedne
11:25:43 | nik0tin(10): olmaz 
11:25:48 | [SWAT]DeaD[POH](7): gelde bak
11:26:2 | [CMD] eren1616(6) => /a giþenin altýndan geçr bu :D
11:26:3 | [CMD] H.R.N.(9) => /rescue
11:26:5 | testere151(8): server bugta
11:26:13 | [CMD] H.R.N.(9) => /goto 10
11:26:16 | [SWAT]DeaD[POH](7): boyle birakayimmi
11:26:29 | testere151(8): býrak
11:26:32 | nik0tin(10): res atýlýnca düzelir
11:26:33 | [CMD] eren1616(6) => /get 8
11:26:36 | [CMD] eren1616(6) => /get 8
11:26:44 | [CMD] testere151(8) => /a ama res atýlmýcak :/
11:27:3 | [CMD] nik0tin(10) => /a atma mý dedi 
11:27:7 | [CMD] testere151(8) => /a ayn
11:27:18 | [CMD] testere151(8) => /a sunucu kapanýr atmayýn dedi
11:27:18 | [CMD] Dark_Alone_(12) => /kemer
11:27:19 | [SWAT]DeaD[POH](7): Harbour yolunda yolun kenarinda tir la dorse vardir. Lutfen dikkatli surunuz!!
11:27:19 | eren1616(6): nice
11:27:21 | [SWAT]DeaD[POH](7): Harbour yolunda yolun kenarinda tir la dorse vardir. Lutfen dikkatli surunuz!!
11:27:24 | [CMD] [SWAT]DeaD[POH](7) => /meslek
11:27:29 | [CMD] [SWAT]DeaD[POH](7) => /karakol
11:27:36 | [LOCAL]eren1616(6): 45-40
11:27:36 | [CMD] eren1616(6) => /l 45-40
11:27:38 | [CMD] [SWAT]DeaD[POH](7) => /cezaode
11:27:41 | [LOCAL]eren1616(6): olaya müdahale ediyoruz
11:27:41 | [CMD] eren1616(6) => /l olaya müdahale ediyoruz
11:27:43 | [CMD] [SWAT]DeaD[POH](7) => /meslek
11:27:45 | {FFCC00}[SWAT]DeaD[POH](7) {FFFFFF}Pilot olarak spawn oldu.
11:27:45 | [CMD] nik0tin(10) => /a hmm 
11:27:51 | [CMD] [SWAT]DeaD[POH](7) => /rescue
11:27:52 | [CMD] Dark_Alone_(12) => /otur
11:27:56 | [CMD] Dark_Alone_(12) => /animkapat
11:28:7 | [CMD] Dark_Alone_(12) => /otur
11:28:14 | [CMD] eren1616(6) => /dcar
11:28:17 | [CMD] eren1616(6) => /goto 8
11:28:25 | [CMD] eren1616(6) => /car rc he 1 1
11:28:26 | [CMD] [SWAT]DeaD[POH](7) => /work
11:28:31 | [CMD] eren1616(6) => /car rc heli 1 1
11:28:34 | [CMD] Dark_Alone_(12) => /otur
11:28:34 | [CMD] testere151(8) => /a iþin yoksa gel gezek
11:28:36 | [CMD] eren1616(6) => /cleanupcars
11:28:45 | [CMD] eren1616(6) => /goto 8
11:28:48 | [CMD] nik0tin(10) => /a týrla offroad yapýyodum 
11:28:50 | [CMD] eren1616(6) => /goto 8
11:28:54 | [CMD] nik0tin(10) => /a dorse gitti 
11:29:6 | [CMD] testere151(8) => /etk arac 10 bandit 1 1
11:29:9 | [CMD] eren1616(6) => /car huntly 0 0
11:29:11 | [CMD] testere151(8) => /etk arac bandit 1 1
11:29:11 | [ANTIHACK] Þüpheli eren1616(6) => Airbreak-hack
11:29:31 | [CMD] nik0tin(10) => /dcar
11:29:35 | [CMD] nik0tin(10) => /cantazele 
11:29:38 | [CMD] Dark_Alone_(12) => /animkapat
11:29:42 | [CMD] Dark_Alone_(12) => /31
11:29:50 | [CMD] testere151(8) => /a nere kayboldun :D
11:29:51 | [LOCAL]eren1616(6): kadir
11:29:51 | [CMD] eren1616(6) => /l kadir
11:29:51 | [CMD] Dark_Alone_(12) => /animkapat
11:29:54 | Dark_Alone_(12): la
11:29:54 | [LOCAL]testere151(8): ?
11:29:54 | [CMD] testere151(8) => /l ?
11:29:57 | [CMD] nik0tin(10) => /goto 8 
11:29:58 | Dark_Alone_(12): 31 ý nasýl kapatcaz
11:30:1 | [LOCAL]eren1616(6): sumo güreþi yapakmý arabalarla D:
11:30:1 | [CMD] eren1616(6) => /l sumo güreþi yapakmý arabalarla D:
11:30:1 | [CMD] Dark_Alone_(12) => /animkapat
11:30:2 | testere151(8): f bas
11:30:3 | [SWAT]DeaD[POH](7):  /animkapat
11:30:3 | [CMD] nik0tin(10) => /slap 10 
11:30:8 | [SWAT]DeaD[POH](7):  f de var
11:30:9 | [CMD] testere151(8) => /etk arac bandit 1 1
11:30:9 | H.R.N.(9):  /animkapat
11:30:9 | [ANTIHACK] Þüpheli nik0tin(10) => Airbreak-hack
11:30:10 | Dark_Alone_(12): olmuyo
11:30:14 | [CMD] nik0tin(10) => /goto 8 
11:30:16 | H.R.N.(9): f yasa wsc
11:30:21 | [CMD] eren1616(6) => /a arablarla sumo güreþi yapak beyler
11:30:23 | [SWAT]DeaD[POH](7): ctrl bas bi
