0:0:1 | [CMD] Jodor(12) => /vipler 
1:20:23 | [CMD] BrownCute(6) => /kemer
1:20:32 | SiskoDayi(19): giþede uyarý verdin geçtik durduk neyin 
1:20:49 | [CMD] huso608(17) => /duyuru Alev Alev Yaniyor Galiba
1:20:59 | [CMD] Freezer3543(9) => /rescue
1:21:4 | [CMD] huso608(17) => /work
1:21:8 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:21:11 | [CMD] Freezer3543(9) => /kemer
1:21:19 | BrownCute(6): dostum giþede uyarý vermedim giþeye girmeden uyarý verdim uyarý verdikten sonra girdin bende kaçacaksýn zannettim insanlýk hali
1:21:20 | [CMD] huso608(17) => /duyuru Vermezsen Verme Evo Verir Yeter 
1:21:25 | BrownCute(6): yapacak biþey yok 
1:21:31 | SiskoDayi(19): tamam dayý haklýsýn sen eyvallah
1:21:40 | huso608(17): haklýsýnýz optum sizleri
1:21:53 | DarkFlow(8) oyuna girdi [IP: 85.108.116.133]
1:21:53 | Freezer3543(9): Bozok yetkilisi var mý
1:21:53 | [CMD] huso608(17) => /spec 6
1:22:2 | [CMD] bay.potiy(0) => /guso emre gelince gereðini yap biz þikayet edicez
1:22:5 | 
1:22:6 | [CMD] Asi_Kaptan(13) => /uyeal 9
1:22:8 | {FFCC00}DarkFlow(8) {FFFFFF}Kamyoncu olarak spawn oldu.
1:22:9 | bay.potiy(0): huso emre gelince gereðini yap biz þikayet edicez
1:22:12 | [CMD] huso608(17) => /specoff
1:22:12 | [CMD] DarkFlow(8) => /saat 0
1:22:12 | huso608(17) Oduncu olarak spawn oldu.
1:22:28 | [CMD] DarkFlow(8) => /kemer
1:22:29 | huso608(17): baskan sikayet icin /rapor ýd sebep kullanacaksýnýz
1:22:41 | huso608(17): bizler ancak raporlar uzerinden gidebiliyoruz
1:22:45 | BrownCute(6): benimi edecksiniz?
1:22:46 | huso608(17): o an ve dakikasýnda
1:22:50 | [CMD] huso608(17) => /work
1:22:56 | huso608(17): gerekirse beni bile 
1:22:57 | [cCc]HulkHulk[cCc](7): huso bizi dýscoya götür :D:DD::D
1:23:16 | [CMD] huso608(17) => /duyuru Discoya Gidek mi
1:23:20 | SiskoDayi(19): hadi
1:23:22 | [CMD] Freezer3543(9) => /meslek
1:23:23 | Asi_Kaptan(13): Parise Gidek ;)
1:23:24 | Freezer3543(9) Mafya olarak spawn oldu.
1:23:27 | [CMD] Freezer3543(9) => /afk
1:23:37 | [CMD] huso608(17) => /duyuru Bize Gidelim Ev Bos 
1:23:44 | [CMD] huso608(17) => /duyuru Bize Gide lim Ev Bos 
1:23:51 | [CMD] huso608(17) => /duyuru Biz e Gidelim Ev Bos 
1:23:53 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:24:4 | [CMD] huso608(17) => /duyuru Bize Gidelim
1:24:11 | [CMD] huso608(17) => /duyuru Ev Bos
1:24:12 | Asi_Kaptan(13): Kalsýn Huso ;)
1:24:17 | nefariouss(16): hüso bizi ahýra gönder
1:24:25 | [CMD] huso608(17) => /duyuru Gazoz Var
1:24:26 | [CMD] BrownCute(6) => /cevir
1:24:30 | [CMD] BrownCute(6) => /tamir
1:24:33 | Asi_Kaptan(13): O Varsa Gelmem Haci
1:24:36 | [CMD] huso608(17) => /duyuru icermiyiz
1:24:40 | [cCc]HulkHulk[cCc](7): içerizz
1:24:47 | DarkFlow(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:24:50 | Asi_Kaptan(13): Ýlaclý Ama Dikkat Et ;)
1:25:3 | [CMD] nefariouss(16) => /c doksamý gidiyoz
1:25:4 | [CMD] huso608(17) => /duyuru Nuri Babadan Efsaneler
1:25:8 | DarkFlow(8) oyuna girdi [IP: 85.108.116.133]
1:25:9 | [CMD] Asi_Kaptan(13) => /c evet
1:25:17 | [CMD] huso608(17) => /work
1:25:20 | 
1:25:22 | [CMD] bay.potiy(0) => /tamir
1:25:23 | {FFCC00}DarkFlow(8) {FFFFFF}Kamyoncu olarak spawn oldu.
1:25:26 | [cCc]HulkHulk[cCc](7): çoþkun ananýnkinden isteyen var mý beylerrr 
1:25:27 | [CMD] DarkFlow(8) => /saat 0
1:25:31 | [CMD] huso608(17) => /duyuru Alco Operasyonda
1:25:37 | [CMD] DarkFlow(8) => /kemer
1:25:39 | [CMD] Asi_Kaptan(13) => /work
1:25:40 | nefariouss(16): az piþmiþ olsun
1:25:49 | [CMD] huso608(17) => /duyuru O kadar da Degil Masallah
1:25:51 | [CMD] DarkFlow(8) => /sirketdorse
1:25:51 | bay.potiy(0): çükulata yok
1:26:5 | [cCc]HulkHulk[cCc](7): losantos evimiz husa babamýz
1:26:22 | [CMD] huso608(17) => /duyuru Ahir Evimiz Evo Babamiz
1:26:35 | [CMD] BrownCute(6) => /kemer
1:26:35 | [cCc]HulkHulk[cCc](7): evo kim reiz
1:26:43 | Asi_Kaptan(13): evoturk
1:26:48 | [CMD] huso608(17) => /duyuru Efsane Ahirbank Sahibi
1:26:52 | bay.potiy(0): uçak ismi gibi
1:26:59 | [CMD] huso608(17) => /work
1:27:3 | [SirketCHT] Asi_Kaptan(13): ! dark
1:27:7 | [CMD] SiskoDayi(19) => /asiriyuk
1:27:11 | [CMD] huso608(17) => /duyuru Hergun Pilot Zaten
1:27:14 | [SirketCHT] DarkFlow(8): ! evet
1:27:22 | [SirketCHT] Asi_Kaptan(13): ! gelcen mý konvoy
1:27:28 | [SirketCHT] DarkFlow(8): ! yok
1:27:30 | [CMD] bay.potiy(0) => /asiriyuk
1:27:33 | [CMD] bay.potiy(0) => /asiriyuk
1:27:34 | [SirketCHT] DarkFlow(8): ! görev yapmýyom
1:27:39 | [CMD] huso608(17) => /duyuru Doktor Adayi 
1:27:43 | [CMD] nefariouss(16) => /asiriyuk
1:27:46 | [CMD] huso608(17) => /duyuru doktor adayi 
1:27:48 | [CMD] [cCc]HulkHulk[cCc](7) => /asiriyuk
1:27:50 | [CMD] [cCc]HulkHulk[cCc](7) => /asiriyuk
1:27:51 | [CMD] [cCc]HulkHulk[cCc](7) => /asiriyuk
1:27:52 | [CMD] [cCc]HulkHulk[cCc](7) => /asiriyuk
1:27:53 | [CMD] [cCc]HulkHulk[cCc](7) => /asiriyuk
1:27:54 | [CMD] BrownCute(6) => /tamir
1:28:5 | Freezer3543(9): Evo ahýrla tanýnýr :D
1:28:8 | [CMD] Freezer3543(9) => /meslek
1:28:10 | [CMD] huso608(17) => /duyuru ineklerimiz Tadilatta
1:28:12 | {FFCC00}Freezer3543(9) {FFFFFF}Polis olarak spawn oldu.
1:28:14 | DarkFlow(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:28:16 | [CMD] Freezer3543(9) => /rescue
1:28:37 | DarkFlow(8) oyuna girdi [IP: 85.108.116.133]
1:28:38 | Freezer3543(9): Admin
1:28:42 | [CMD] huso608(17) => /duyuru Ahirbank Bir ver uc al
1:28:45 | huso608(17): buyrun
1:28:48 | 
1:28:51 | {FFCC00}DarkFlow(8) {FFFFFF}Kamyoncu olarak spawn oldu.
1:28:51 | Freezer3543(9): Asýrý yukluler var ve 3ude ayný yerde 
1:28:54 | [CMD] DarkFlow(8) => /saat 0
1:28:54 | [CMD] huso608(17) => /work
1:28:56 | Freezer3543(9): Ne yapayým simdi
1:28:59 | [CMD] Freezer3543(9) => /kemer
1:29:0 | BrownCute(6): aynen bende oraya gidiyorum
1:29:3 | [CMD] DarkFlow(8) => /kemer
1:29:9 | huso608(17): bekleme yapmayýp kesebilirsiniz
1:29:18 | BrownCute(6): eyw
1:29:18 | Freezer3543(9): Tamam saol
1:29:24 | [CMD] Freezer3543(9) => /kemer
1:29:45 | huso608(17): amacýnýz goreviniz fakat baslama ve bitis bolgelerine girmemeniz gerekli 
1:29:46 | [CMD] BrownCute(6) => /tamir
1:30:0 | huso608(17): cunku yuk alýrken kaza yasýyorlar
1:30:9 | [CMD] DarkFlow(8) => /sirketdorse
1:30:13 | huso608(17): sikayetler baslýyor
1:30:14 | Freezer3543(9): Tamam
1:30:32 | huso608(17): bir de ayný takip boktasýnda beklemeyin yeter
1:30:34 | [CMD] huso608(17) => /work
1:30:44 | Freezer3543(9): Saol reis
1:30:47 | [CMD] DarkFlow(8) => /convoy
1:30:51 | [CMD] Freezer3543(9) => /tamir
1:30:55 | [CMD] huso608(17) => /duyuru Rica Ederim
1:31:5 | [CMD] huso608(17) => /duyuru saygilar
1:31:10 | Freezer3543(9): Sana da
1:31:14 | [CMD] BrownCute(6) => /tamir
1:31:17 | [cCc]HulkHulk[cCc](7):  m e m o l a n d ý n
1:31:20 | [CMD] huso608(17) => /duyuru sarki da bana ver mi diyor
1:31:21 | [SirketCHT] DarkFlow(8): ! son görevide yapayým çýkayým
1:31:28 | [CMD] Freezer3543(9) => /tamir
1:31:37 | [CMD] huso608(17) => /duyuru gece gece
1:31:38 | [CMD] Freezer3543(9) => /modifiye
1:32:0 | [CMD] DarkFlow(8) => /tamir
1:32:1 | [CMD] huso608(17) => /duyuru Aleyna Abiye Saygilar
1:32:5 | Asi_Kaptan(13): :D
1:32:18 | [CMD] huso608(17) => /work
1:32:27 | [CMD] DarkFlow(8) => /sirket
1:32:35 | SiskoDayi(19): asi bu þarký sana gelsin :Dw
1:32:44 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:32:46 | [CMD] huso608(17) => /duyuru Ayi Cok Cekti Aleynadan intihar Girisimine Kalkisti
1:32:49 | [CMD] nefariouss(16) => /tamir
1:32:52 | [CMD] Freezer3543(9) => /kemer
1:33:16 | [CMD] huso608(17) => /duyuru Ayidan Ne istedin 
1:33:18 | Asi_Kaptan(13): Sevmiyorum Hacý Bunu Ben
1:33:28 | [CMD] DarkFlow(8) => /work
1:33:30 | [CMD] huso608(17) => /duyuru o da beni sevmiyor
1:33:34 | SiskoDayi(19): :D
1:33:40 | Freezer3543(9): Server guvenligi saglandý.Cezalar kesildi
1:33:40 | [CMD] huso608(17) => /duyuru Anlasiyoruz 
1:33:47 | Asi_Kaptan(13): Ver Ordan Sagopa Kajmer Sevelim ;)
1:33:47 | [CMD] DarkFlow(8) => /asiriyuk
1:33:48 | [cCc]HulkHulk[cCc](7): sözüm ona ki sevilmýyoruz be kaptannsss
1:33:50 | [CMD] DarkFlow(8) => /asiriyuk
1:33:54 | [CMD] huso608(17) => /duyuru Hayirlisi olsun
1:33:57 | nefariouss(16): sanki teröristlik yapýyoz
1:33:58 | [CMD] huso608(17) => /work
1:34:4 | Freezer3543(9): :D
1:34:12 | [LOCAL][cCc]HulkHulk[cCc](7): düzgun dur
1:34:12 | [CMD] [cCc]HulkHulk[cCc](7) => /l düzgun dur
1:34:13 | huso608(17): beyler sakin 
1:34:16 | [CMD] BrownCute(6) => /tamir
1:34:26 | nefariouss(16): ekmeyimizin peþindeyiz
1:34:33 | Freezer3543(9): Biz de
1:34:37 | [cCc]HulkHulk[cCc](7): polsi takýp ediyor
1:34:41 | nefariouss(16): gel konvoy yap ozaman
1:34:42 | huso608(17): ekmek dedin de gece gece meyva gomuyoruz
1:34:43 | [CMD] [cCc]HulkHulk[cCc](7) => /Rapor  takip polis
1:34:48 | [CMD] [cCc]HulkHulk[cCc](7) => /Rapor   6 takip polis
1:34:51 | [CMD] huso608(17) => /spec 6
1:34:55 | Freezer3543(9): Aga meslek dýsý arac
1:34:59 | [CMD] bay.potiy(0) => /tamir
1:35:15 | [CMD] Asi_Kaptan(13) => /kemer
1:35:20 | huso608(17): meslek dýsý arac deil sirket aracý o
1:35:23 | [CMD] huso608(17) => /specoff
1:35:23 | huso608(17) Oduncu olarak spawn oldu.
1:35:35 | Freezer3543(9): Tamam
1:35:48 | [CMD] huso608(17) => /spec 6
1:35:54 | Asi_Kaptan(13): Eywl Huso ;) 
1:35:59 | [CMD] Freezer3543(9) => /tamir
1:36:4 | [CMD] Freezer3543(9) => /tamir
1:36:5 | huso608(17): Rica Ederim
1:36:15 | Asi_Kaptan(13): Digerini Ac Sorun Var Sorun
1:36:16 | [CMD] huso608(17) => /uyar 6 Ters Serit Devamý
1:36:16 | BrownCute(6) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
1:36:16 | huso608(17) Oduncu olarak spawn oldu.
1:36:23 | [CMD] huso608(17) => /spec 9
1:36:31 | [CMD] Freezer3543(9) => /tamir
1:36:33 | [CMD] [cCc]HulkHulk[cCc](7) => /bsarimlar
1:36:33 | [CMD] bay.potiy(0) => /basarimlar
1:36:36 | [CMD] [cCc]HulkHulk[cCc](7) => /basarimlar
1:36:43 | [CMD] huso608(17) => /pm 9 hayýrlý isler 
1:36:52 | [CMD] Freezer3543(9) => /pm 17 Saol reis
1:36:56 | [CMD] Freezer3543(9) => /pm 17 Sana da
1:36:59 | [CMD] Freezer3543(9) => /kemer
1:37:9 | [CMD] huso608(17) => /pm 9 o aracý kenarý cek týrýn onunu ne diye kesiyon
1:37:9 | [CMD] SiskoDayi(19) => /vtamir
1:37:13 | [CMD] SiskoDayi(19) => /vbenzin
1:37:20 | [CMD] Freezer3543(9) => /pm 17 ilerlþyo
1:37:30 | [CMD] Freezer3543(9) => /pm 17 ilerlþyo
1:37:34 | [CMD] Freezer3543(9) => /tamir
1:37:37 | [CMD] Freezer3543(9) => /tamir
1:37:49 | [CMD] huso608(17) => /pm 9 ilerlerse kesersin sen yavas giden aracý yakalýyorsun 
1:37:57 | [CMD] huso608(17) => /pm 9 mobese takipte
1:38:5 | [CMD] Freezer3543(9) => /tamir
1:38:20 | [CMD] Asi_Kaptan(13) => /modifiye
1:38:20 | [CMD] huso608(17) => /specoff
1:38:20 | huso608(17) Oduncu olarak spawn oldu.
1:38:25 | [CMD] huso608(17) => /work
1:38:27 | [CMD] huso608(17) => /asay VIP-PARA-SKOR-SIRKET-GISE Vb.Ürünlerden Satýn Almak Ýstey3enler Forumdan Alabilirsiniz http://www.trucksamp.com...  
1:38:42 | [CMD] huso608(17) => /dtemizle
1:38:51 | [CMD] SiskoDayi(19) => /c kim kaldý gelmeyen
1:38:57 | [CMD] Asi_Kaptan(13) => /convoykontrol
1:39:1 | [CMD] Asi_Kaptan(13) => /c 3 kisi
1:39:1 | [CMD] Freezer3543(9) => /cevir
1:39:6 | [CMD] Freezer3543(9) => /tamir
1:39:11 | nefariouss(16): geldik
1:39:22 | [CMD] SiskoDayi(19) => /vipneon
1:39:27 | [CMD] huso608(17) => /spec 9
1:39:37 | [CMD] Asi_Kaptan(13) => /c beyler asýrý yuk almayýn essek gibi kalsýn su polisler 
1:39:37 | [CMD] Freezer3543(9) => /tamir
1:39:44 | [CMD] Freezer3543(9) => /kemer
1:39:47 | Asi_Kaptan(13): Benim Ping Costu ;)
1:39:56 | nefariouss(16): hüso biz ahýra gitmek istiyorz
1:40:3 | [CMD] [cCc]HulkHulk[cCc](7) => /cevir
1:40:3 | [CMD] Asi_Kaptan(13) => /c Asiri Yuk Almayýn
1:40:14 | [CMD] Freezer3543(9) => /tamir
1:40:16 | [CMD] Freezer3543(9) => /kemer
1:40:18 | SiskoDayi(19): o polis kim la
1:40:21 | Freezer3543(9): Ben
1:40:29 | SiskoDayi(19): gelme sebebin ney
1:40:37 | Freezer3543(9): Bay potity asýrý yuk
1:40:42 | [CMD] Asi_Kaptan(13) => /work
1:40:48 | bay.potiy(0): tamam
1:40:51 | nefariouss(16): nasý þikayet ediyoduk
1:40:51 | SiskoDayi(19): giþeyede yakalayamadýnmý D
1:40:52 | SiskoDayi(19): :d
1:40:57 | Freezer3543(9): Aga uzaktý :D
1:40:59 | [CMD] nefariouss(16) => /tamir
1:41:1 | [CMD] Asi_Kaptan(13) => /c devam asiri yuk almayýn
1:41:2 | SiskoDayi(19): :D
1:41:6 | DarkFlow(8):  /report id sebeb
1:41:13 | bay.potiy(0): admin beni ahýra götür
1:41:16 | [CMD] SiskoDayi(19) => /c  toplu gidek cok ayrý kalýyok
1:41:17 | [ANTIHACK] Þüpheli bay.potiy(0) => Airbreak-hack
1:41:29 | huso608(17): @0 senle ozel olarak ilgilenecem evo gelsin
1:41:35 | [CMD] huso608(17) => /specoff
1:41:35 | huso608(17) Oduncu olarak spawn oldu.
1:41:49 | Asi_Kaptan(13): Polis Benden Ekmek Cikmaz Sana
1:41:51 | [CMD] [cCc]HulkHulk[cCc](7) => /goreviptal
1:41:53 | [CMD] nefariouss(16) => /goreiptal
1:41:55 | [cCc]HulkHulk[cCc](7): huso
1:41:58 | huso608(17): buyur baba
1:41:58 | [CMD] nefariouss(16) => /goreiptal
1:42:3 | Freezer3543(9): Asi
1:42:4 | [CMD] huso608(17) => /odunsat
1:42:6 | [CMD] nefariouss(16) => /goreviptal
1:42:7 | Asi_Kaptan(13):  
1:42:9 | Freezer3543(9): Cýkaný cýkarýrýz sorun yok
1:42:10 | Freezer3543(9): :D
1:42:11 | [cCc]HulkHulk[cCc](7): çinliler bu parmaðý neden kullanamaz
1:42:13 | bay.potiy(0): huso beniahýra göderirimisin 
1:42:14 | Freezer3543(9): Senin
1:42:26 | Freezer3543(9): Parmak senin
1:42:31 | [cCc]HulkHulk[cCc](7): yapma bee
1:42:32 | huso608(17): kullanmasýn baba onlar cinli bizler farklýyýz biz hepsini kullanabiliyoruz
1:42:33 | [cCc]HulkHulk[cCc](7): cidden mi
1:42:34 | nefariouss(16): japonlar sýrayla uçaktan atlamýþ japonlar ölmüþ sýra kýrýlmýþ
1:42:40 | Freezer3543(9): :D
1:42:46 | [cCc]HulkHulk[cCc](7): sende az deðisin husooo
1:42:54 | [CMD] bay.potiy(0) => /pm 17 beni ahýra alsana merak ettim
1:42:56 | huso608(17): benden hýzlýsý mezarda 
1:42:57 | [KAMYONCU] DarkFlow, Harbour Island Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 179939$, 1 Skor ve 5 EXP Sure: 454 Saniye
1:43:8 | [CMD] Freezer3543(9) => /tamir
1:43:11 | [CMD] DarkFlow(8) => /sirket
1:43:18 | [CMD] huso608(17) => /duyuru Evo Gelmeden Olmaz Ahirbank Kapali
1:43:19 | [CMD] Asi_Kaptan(13) => /c 400k verdi :d
1:43:22 | [CMD] DarkFlow(8) => /adminolt
1:43:24 | [cCc]HulkHulk[cCc](7): huso bizi  ahýre gonderirimisin baypoty le nefarious 'u
1:43:25 | [CMD] huso608(17) => /work
1:43:27 | [CMD] DarkFlow(8) => /gobus
1:43:32 | [CMD] DarkFlow(8) => /adminol
1:43:33 | nefariouss(16): ahýr istiyoz
1:43:34 | huso608(17): evosuz olmaz
1:43:36 | huso608(17): ßß
1:43:39 | DarkFlow(8): iyi geceler
1:43:40 | [CMD] Asi_Kaptan(13) => /rapor 9 Afk Pusuya Yattý
1:43:40 | DarkFlow(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:43:42 | [cCc]HulkHulk[cCc](7): o ne
1:43:48 | Freezer3543(9): Beyler hoca bi ara bize iþlem çözdürürken sýrayla gelin dedi arkadasla sýrayý goturduk disiplin yedik 
1:43:49 | [CMD] huso608(17) => /spec 9
1:44:4 | [CMD] huso608(17) => /pm 
1:44:8 | [CMD] bay.potiy(0) => /convoyayril
1:44:11 | Asi_Kaptan(13): Arac Res Yolda Sirket Aracý Var Bozok
1:44:16 | bay.potiy(0) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:44:21 | [CMD] huso608(17) => /pm 13 baba gisede beklemedigi icin problem yok
1:44:21 | [CMD] huso608(17) => /asay Araç Res Geliyor !!! 
1:44:24 | SiskoDayi(19): nereye la
1:44:24 | [CMD] huso608(17) => /asay Araç Res Geliyor !!! 
1:44:25 | SiskoDayi(19): :D
1:44:27 | [CMD] huso608(17) => /asay Araç Res Geliyor !!! 
1:44:29 | [CMD] huso608(17) => /respawncars
1:44:29 | [CMD] huso608(17) => /cantazele
1:44:33 | [CMD] Asi_Kaptan(13) => /pm 17 tamam o zaman kusur bakma
1:44:41 | [CMD] nefariouss(16) => /rescue
1:44:48 | [CMD] huso608(17) => /pm 13 izliyorum onu 
1:44:59 | [CMD] Freezer3543(9) => /kemer
1:45:2 | [CMD] [cCc]HulkHulk[cCc](7) => /rescue
1:45:4 | [CMD] Asi_Kaptan(13) => /pm 17 gece polis mi olunur ne mantik :D
1:45:9 | bay.potiy(0) oyuna girdi [IP: 46.1.132.72]
1:45:12 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:45:14 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:45:18 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:45:20 | [CMD] nefariouss(16) => /meslek
1:45:23 | nefariouss(16) Mafya olarak spawn oldu.
1:45:24 | [CMD] [cCc]HulkHulk[cCc](7) => /meslek
1:45:25 | 
1:45:27 | Freezer3543(9): Huso
1:45:28 | [cCc]HulkHulk[cCc](7) Mafya olarak spawn oldu.
1:45:32 | [CMD] huso608(17) => /pm 13 olsun user bu normaldýr 
1:45:34 | huso608(17): buyur
1:45:36 | Freezer3543(9): O kadar cok isin yok reis þimdi gel gezelim :D
1:45:38 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:45:40 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:45:41 | {FFCC00}bay.potiy(0) {FFFFFF}Kamyoncu olarak spawn oldu.
1:45:43 | [CMD] Freezer3543(9) => /tamir
1:45:44 | Asi_Kaptan(13): Serverde 7 Kisi Var Polis Meslegi Ne Ýs ;)
1:45:45 | huso608(17): sagol 
1:45:48 | [CMD] nefariouss(16) => /modifiye
1:45:50 | [CMD] huso608(17) => /specoff
1:45:51 | huso608(17) Oduncu olarak spawn oldu.
1:45:55 | Freezer3543(9): Az oldugu icin kolay
1:45:58 | Freezer3543(9): :D
1:46:17 | [CMD] huso608(17) => /work
1:46:20 | Asi_Kaptan(13): Sagopa Kajmer Sorun Var
1:46:28 | SiskoDayi(19): sövsem haklýyým
1:46:36 | huso608(17): aman ha
1:46:39 | Asi_Kaptan(13): Sakin Ol Sen ;)
1:46:46 | SiskoDayi(19): köprü yüklenmedi uctum :D
1:46:47 | huso608(17): sonra soylemedi demeyin
1:46:55 | huso608(17): sana bisey olmasýn 
1:46:57 | [LOCAL][cCc]HulkHulk[cCc](7): s.a
1:46:57 | [CMD] [cCc]HulkHulk[cCc](7) => /l s.a
1:47:0 | huso608(17): gerisi onemsiz
1:47:0 | [LOCAL]Freezer3543(9): As
1:47:0 | [CMD] Freezer3543(9) => /l As
1:47:4 | [LOCAL][cCc]HulkHulk[cCc](7): nabýon
1:47:4 | [CMD] [cCc]HulkHulk[cCc](7) => /l nabýon
1:47:6 | [CMD] SiskoDayi(19) => /vtamir
1:47:12 | [LOCAL]Freezer3543(9): Devriyedeyim :D
1:47:12 | [CMD] Freezer3543(9) => /l Devriyedeyim :D
1:47:16 | [CMD] Freezer3543(9) => /tamir
1:47:19 | [CMD] [cCc]HulkHulk[cCc](7) => / kapýþak mý
1:47:23 | [LOCAL][cCc]HulkHulk[cCc](7): kapýþak mý
1:47:23 | [CMD] [cCc]HulkHulk[cCc](7) => /l kapýþak mý
1:47:30 | [LOCAL][cCc]HulkHulk[cCc](7): kapýþak mý
1:47:30 | [CMD] [cCc]HulkHulk[cCc](7) => /l kapýþak mý
1:47:33 | Freezer3543(9): Napýyon nefar
1:47:34 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:47:40 | [LOCAL]Freezer3543(9): Olur 
1:47:40 | [CMD] Freezer3543(9) => /l Olur 
1:47:45 | [CMD] Freezer3543(9) => /tamir
1:47:47 | nefariouss(16): birader sen bize ceza kesiyodun
1:47:48 | [LOCAL][cCc]HulkHulk[cCc](7): gel
1:47:48 | [CMD] [cCc]HulkHulk[cCc](7) => /l gel
1:47:49 | [CMD] huso608(17) => /spec 16
1:48:1 | huso608(17): gorevinde yýldýz vardýr 
1:48:2 | Freezer3543(9): Kesecem tabi gorevim
1:48:29 | [CMD] huso608(17) => /specoff
1:48:29 | huso608(17) Oduncu olarak spawn oldu.
1:48:38 | [CMD] huso608(17) => /work
1:48:59 | [CMD] Freezer3543(9) => /tamir
1:49:15 | [CMD] Asi_Kaptan(13) => /c siskodayi
1:49:18 | [CMD] SiskoDayi(19) => /c evt
1:49:24 | [CMD] Asi_Kaptan(13) => /c gorev gitti mi ?
1:49:26 | [CMD] bay.potiy(0) => /basarimlar
1:49:36 | SiskoDayi(19): yok bea uzun yoldan gelýyom :D
1:49:37 | [CMD] nefariouss(16) => /rescue
1:49:37 | [CMD] [cCc]HulkHulk[cCc](7) => /rescue
1:49:37 | [CMD] Freezer3543(9) => /rescue
1:49:41 | [CMD] Asi_Kaptan(13) => /c tamam
1:49:42 | [CMD] nefariouss(16) => /rescue
1:49:47 | [CMD] [cCc]HulkHulk[cCc](7) => /rescue
1:49:48 | [CMD] Freezer3543(9) => /kemer
1:49:52 | [CMD] Asi_Kaptan(13) => /convoyat 7
1:49:53 | [CMD] Freezer3543(9) => /modifiye
1:49:57 | [CMD] [cCc]HulkHulk[cCc](7) => /modifiye
1:49:59 | huso608(17): gece kamyoncu muzýgý
1:50:0 | [CMD] nefariouss(16) => /modifiye
1:50:3 | [CMD] Asi_Kaptan(13) => /c senle guzel bi yol var ordan gidek
1:50:13 | [CMD] Asi_Kaptan(13) => /tamir
1:50:26 | huso608(17): hidrolik taktinmi degme keyfine
1:50:32 | [CMD] huso608(17) => /work
1:50:32 | Asi_Kaptan(13): Ee Nasýl Yasýyorsun Cigersiz :D
1:50:42 | [CMD] Freezer3543(9) => /tamir
1:50:43 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:50:45 | [CMD] bay.potiy(0) => /pm 17 sen yönetici admin misin moruk
1:50:51 | huso608(17): ufak ciger veriyor 
1:50:54 | Freezer3543(9): :D
1:51:0 | [CMD] huso608(17) => /pm 0 ivit
1:51:2 | [cCc]HulkHulk[cCc](7): ooo ::D
1:51:4 | [CMD] Asi_Kaptan(13) => /akiltle
1:51:5 | FurkanBey(6) oyuna girdi [IP: 88.230.136.66]
1:51:11 | [CMD] Asi_Kaptan(13) => /akilitle
1:51:12 | [CMD] Freezer3543(9) => /cevir
1:51:21 | [CMD] Asi_Kaptan(13) => /c /akilitle Yaz Ne Olur Ne Olmaz :D
1:51:23 | 
1:51:25 | [CMD] Freezer3543(9) => /tamir
1:51:25 | {FFCC00}FurkanBey(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:51:27 | [CMD] Asi_Kaptan(13) => /admins
1:51:27 | [CMD] FurkanBey(6) => /admgiris
1:51:29 | [CMD] FurkanBey(6) => /sa
1:51:31 | huso608(17): cigerci geldi
1:51:31 | [CMD] Asi_Kaptan(13) => /as
1:51:33 | [CMD] SiskoDayi(19) => /as
1:51:33 | [CMD] Asi_Kaptan(13) => /admins
1:51:34 | [CMD] huso608(17) => /as
1:51:36 | [CMD] bay.potiy(0) => /pm 17 e sana soru sorunca baþarým kazanmam lalzým 
1:51:43 | nefariouss(16): korkma gardeþ biz emek hýrsýzý deðiliz :d
1:51:56 | [CMD] [cCc]HulkHulk[cCc](7) => /tamir
1:52:2 | [CMD] Asi_Kaptan(13) => /convoyat 16
1:52:5 | [CMD] huso608(17) => /pm 0 o isi sadece rehberler ve adminler yapýyýr 
1:52:9 | Asi_Kaptan(13): Yapamazsýn Zaten Convoy ;)
1:52:14 | [CMD] FurkanBey(6) => /a az önce mc deydim 
1:52:14 | [CMD] huso608(17) => /work
1:52:22 | [CMD] huso608(17) => /a mc derken
1:52:23 | [CMD] bay.potiy(0) => /pm 17 he eyvallah 
1:52:25 | [CMD] FurkanBey(6) => /a minecraft
1:52:30 | nefariouss(16): bazýlarý konvoy dinlemiyo iþte
1:52:31 | [CMD] FurkanBey(6) => /a 1 saattir eg wars yaptým 
