0:0:1 | smosercan(11): yok ya 
15:33:0 | [CMD] DangerTr07(14) => /R Gs Ýle Fb Zaten Kral 
15:33:1 | [CMD] Hic(6) => /r Yaw
15:33:8 | [CMD] Moskova_Kurdu(15) => /r Hic sen hangi takýmlýsýn 
15:33:8 | [CMD] Hic(6) => /r Biþi dicemde diyemiyom 
15:33:9 | [CMD] Beyto(10) => /vtamir
15:33:13 | [CMD] DangerTr07(14) => /R de len 
15:33:15 | [CMD] DangerTr07(14) => /R Q:WEÇQe 
15:33:16 | [LOCAL]H.R.N.(16): bunu yapalým çýkacam
15:33:16 | [CMD] H.R.N.(16) => /l bunu yapalým çýkacam
15:33:18 | [CMD] Beyto(10) => /vtamir
15:33:18 | [CMD] DangerTr07(14) => /R beþiktaþlý bu xD
15:33:21 | [CMD] Moskova_Kurdu(15) => /r :D 
15:33:24 | [CMD] Hic(6) => /r Ban yememimi istiyon ?
15:33:26 | [LOCAL]Hic(6): +
15:33:26 | [CMD] Hic(6) => /l +
15:33:27 | RavlyCoder(18): bence msp oynamalýsýn çok güzel
15:33:30 | [CMD] DangerTr07(14) => /R pm at Ç:QWEÇQe 
15:33:37 | [CMD] DangerTr07(14) => /r Bayern:5 bjk:0 
15:33:38 | [CMD] Moskova_Kurdu(15) => /r Burdan ban yemezsin .d 
15:33:41 | [CMD] nik0tin(11) => /atamir 
15:33:42 | [CMD] Moskova_Kurdu(15) => /work
15:33:42 | [CMD] Hic(6) => /r O kelimeyi gören adam
15:33:47 | [CMD] Hic(6) => /r Dili tutulur
15:33:49 | [CMD] DangerTr07(14) => /R banlarim 1 gün xD
15:33:51 | [CMD] Hic(6) => /r Felç olur
15:33:59 | [CMD] Moskova_Kurdu(15) => /R Hic i banlarsan bende seni banlarým .d 
15:34:0 | [CMD] DangerTr07(14) => /R moskifff
15:34:4 | [CMD] Hic(6) => /r O küfür 1 gün baen etmez
15:34:6 | [CMD] DangerTr07(14) => /R ahýrý hazýrla 
15:34:7 | [CMD] H.R.N.(16) => /r eyy admins sen kimsin yaa
15:34:8 | [CMD] DangerTr07(14) => /R ahýrý hazýrla 
15:34:15 | [CMD] Hic(6) => /r En az 10 gün ban eder o kelime
15:34:16 | [CMD] DangerTr07(14) => /Slap 16
15:34:17 | [CMD] [SWAT]DeaD[POH](0) => /tamir
15:34:19 | DangerTr07(14): al sana admins :D 
15:34:20 | [CMD] H.R.N.(16) => /r asÇasçd
15:34:21 | DangerTr07(14): jasdja
15:34:35 | DangerTr07(14): rehberler
15:34:37 | [CMD] H.R.N.(16) => /r zoruna gidenin borusuna gitsin :DSAda:
15:34:37 | DangerTr07(14): kafayi yedi 
15:34:39 | DangerTr07(14): imdatt
15:34:41 | [CMD] nik0tin(11) => /atamir 
15:34:41 | Hic(6): Yemedik olm
15:34:46 | [CMD] Chilgin[byhack](9) => /kemer
15:34:46 | DangerTr07(14): jajdas
15:34:47 | Hic(6): Sýyýrdýk Gýrdýk Gýrdýk
15:34:51 | [CMD] Moskova_Kurdu(15) => /r Harun sen git youtube kanalýna video çek .d 
15:34:54 | [CMD] Chilgin[byhack](9) => /atamir
15:34:55 | [CMD] Moskova_Kurdu(15) => /work
15:34:56 | DangerTr07(14): bir eski rehber olarak diyorum 
15:35:1 | DangerTr07(14): rehberlik bitmiþ 
15:35:3 | [CMD] H.R.N.(16) => /r sende buz ye orda
15:35:5 | [CMD] Jodor(7) => /sirket
15:35:9 | Hic(6): Bittik - Rehberlik
15:35:10 | [CMD] Moskova_Kurdu(15) => /r Bi konvoy videosu çekek burda da at 
15:35:19 | [CMD] H.R.N.(16) => /r attým bugün bakýn
15:35:21 | DangerTr07(14): hic <3 
15:35:26 | [CMD] H.R.N.(16) => /r brazzers dorsesini çektim :D
15:35:27 | [CMD] Moskova_Kurdu(15) => /r Bakem 
15:35:27 | Hic(6): Danger <3 
15:35:29 | [CMD] DangerTr07(14) => /r kanalýný at bana 
15:35:29 | [CMD] Moskova_Kurdu(15) => /r :D 
15:35:30 | RavlyCoder(18): artýk rehberlik servisine sevkedilmeden disipline gidicez...
15:35:32 | [CMD] Chilgin[byhack](9) => /asay DJ Alýmlarý Açýlmýþtýr. www.trucksamp.com 
15:35:35 | [CMD] H.R.N.(16) => /r ünal royal
15:35:35 | [CMD] Moskova_Kurdu(15) => /r Harun Royal 
15:35:35 | DangerTr07(14): :DD
15:35:39 | [CMD] Moskova_Kurdu(15) => /r Pü 
15:35:41 | DangerTr07(14): disiplin biziz :D 
15:35:43 | DangerTr07(14): jasjda
15:35:47 | RavlyCoder(18): aynen slfsþlf
15:35:51 | [CMD] Chilgin[byhack](9) => /asay VIP-SIRKET-GISE Vb.Ürünlerden Satýn Almak Ýsteyenler Forumdan Alabilirsiniz www.trucksamp.com 
15:35:52 | H.R.N.(16): can res ölüyoom
15:35:53 | [CMD] nik0tin(11) => /atamir 
15:35:54 | DangerTr07(14): direk kýsaca banci diyebilirsin 
15:35:54 | [CMD] Chilgin[byhack](9) => /cantazele
15:35:54 | [CMD] nik0tin(11) => /cantazele 
15:35:56 | [CMD] DangerTr07(14) => /Cantazele
15:35:56 | [CMD] Hic(6) => /r ARAMIZ BOZUK KANIMIZ DEÐÝL BJK <3 FB <3 GS <3 TS
15:35:58 | [CMD] DangerTr07(14) => /God
15:35:58 | [CMD] DangerTr07(14) => /God
15:36:1 | RavlyCoder(18): okuldan atýlma.
15:36:4 | [CMD] Moskova_Kurdu(15) => /work
15:36:7 | [CMD] H.R.N.(16) => /r yaðlama arabayý sür
15:36:7 | RavlyCoder(18): ldskfglþdjylyku
15:36:10 | [CMD] DangerTr07(14) => /R fikonun ve azizin kaný bozuk ama hic 
15:36:10 | [CMD] Hic(6) => /r qwE:qE:
15:36:12 | ColdZeRa(13) oyuna girdi [IP: 85.106.114.21]
15:36:14 | RavlyCoder(18): þarký gitit
15:36:15 | [CMD] RavlyCoder(18) => /Sac
15:36:19 | [CMD] nik0tin(11) => /sac 
15:36:20 | RavlyCoder(18): geri heldi
15:36:21 | DangerTr07(14): .d
15:36:22 | [CMD] Hic(6) => /r Fikoma laf yok :d
15:36:22 | H.R.N.(16):  /isteksarki id
15:36:23 | RavlyCoder(18): adasdasd
15:36:26 | 
15:36:26 | [CMD] Moskova_Kurdu(15) => /a Azizin durmasý sizin için iyi valla :D 
15:36:27 | [SirketCHT] DangerTr07(14): ! ravly qnq 
15:36:31 | [CMD] Chilgin[byhack](9) => /atamir
15:36:34 | [SirketCHT] DangerTr07(14): ! usta týrcý yaptým 2 ve 3m üstü kas :D 
15:36:35 | [CMD] Hic(6) => /r Aziz zaten
15:36:36 | [SirketCHT] RavlyCoder(18): ! efendim aðabey
15:36:41 | {FFCC00}ColdZeRa(13) Otobus Soforu olarak spawn oldu.
15:36:44 | [SirketCHT] DangerTr07(14): ! 2m kassan yeter :D 
15:36:45 | [CMD] Hic(6) => /r Anlatmaya gerek yok
15:36:47 | [CMD] Hic(6) => /flip
15:36:49 | ColdZeRa(13): sa kg
15:36:51 | Hic(6): qwe:qe:
15:36:51 | [CMD] H.R.N.(16) => /r kanalýma abone olun 
15:36:53 | [CMD] nik0tin(11) => /as 
15:36:53 | [SirketCHT] RavlyCoder(18): ! nasil kasicam
15:36:53 | [CMD] Moskova_Kurdu(15) => /d Püü püü 
15:36:54 | Hic(6): Aleyküm Selam.
15:36:54 | [CMD] nik0tin(11) => /asay Yeni Baþlayan Oyuncularýmýz "/kurallar" Kabul Ederek 5 Skor 30.000$ Alabilirler.   
15:36:54 | [CMD] ScrappeR(8) => /as
15:36:56 | [CMD] nik0tin(11) => /asay Vip-Skor-Para-Þirket Vb Ürünler Almak Ýstiyorsanýz www.trucksamp.com ' dan Alabilirsiniz    
15:36:58 | [SirketCHT] DangerTr07(14): ! týrcý :D 
15:36:58 | Hic(6):  /sa /as
15:36:59 | [CMD] nik0tin(11) => /asay2 INSTAGRAM ADRESIMIZ:TRUCKSAMPP
15:36:59 | [CMD] nik0tin(11) => /asay2 TS3 ADRESIMIZ:TS3.TRUCKSAMP.COM
15:36:59 | [CMD] nik0tin(11) => /asay2 SUNUCUMUZU FAVORILERE EKLEMEYI UNUTMAYIN..
15:37:2 | [SirketCHT] DangerTr07(14): ! týrcý kascan :D 
15:37:4 | Hic(6): Mükemmel oldu
15:37:6 | [CMD] Moskova_Kurdu(15) => /d Cengiz özkan dan 1 tane türkü var onu da niko eklemiþ 
15:37:7 | [CMD] Moskova_Kurdu(15) => /djler
15:37:8 | [CMD] ColdZeRa(13) => /as
15:37:9 | [CMD] Moskova_Kurdu(15) => /admins
15:37:10 | [CMD] DangerTr07(14) => /A aziz olmasa gs þampiyon olamaz 
15:37:11 | ColdZeRa(13): hm
15:37:12 | [SirketCHT] [SWAT]DeaD[POH](0): ! danger
15:37:14 | [CMD] Moskova_Kurdu(15) => /A QÇ:WEQ E
15:37:15 | Hic(6): Kafayý yediðim ne kadarda belli yaw
15:37:16 | ColdZeRa(13): komut olarak varmýs :D
15:37:16 | [SirketCHT] [SWAT]DeaD[POH](0): ! 500 k akstim
15:37:16 | [SirketCHT] RavlyCoder(18): ! kolay ben bugün 20 30 görev yaparým
15:37:17 | [CMD] H.R.N.(16) => /r admin id 6 bana tele etsene acil
15:37:18 | [CMD] DangerTr07(14) => /a saol be aziz baþkan 
15:37:24 | [CMD] Hic(6) => /goto 26
15:37:27 | [SirketCHT] DangerTr07(14): ! Tamam kanka 
15:37:27 | [CMD] Hic(6) => /goto 16
15:37:30 | [OTOBUSCU] RavlyCoder, San Fierro Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 377 Saniye
15:37:32 | [CMD] nik0tin(11) => /tele 
15:37:32 | [CMD] Moskova_Kurdu(15) => /a Þu Ali Yýldýrým gelsin o zaman görüþücez :D 
15:37:34 | [CMD] Hic(6) => /r Olm ben gelemiyommu
15:37:35 | [CMD] DangerTr07(14) => /a moskif 
15:37:36 | [SWAT]DeaD[POH](0): danger
15:37:36 | [CMD] Hic(6) => /tamir
15:37:37 | [CMD] H.R.N.(16) => /r öyle gývranýrsýn D:
15:37:39 | [CMD] Moskova_Kurdu(15) => /a yýldýrým ne la
15:37:41 | [CMD] DangerTr07(14) => /A ali yýldýrým degil
15:37:41 | [CMD] Moskova_Kurdu(15) => /a Koç iþte
15:37:43 | [CMD] Moskova_Kurdu(15) => /a: QWEQ 
15:37:43 | [CMD] Hic(6) => /sac
15:37:44 | RavlyCoder(18): oo baþarým
15:37:46 | [CMD] ColdZeRa(13) => /kemer
15:37:46 | [CMD] DangerTr07(14) => /A gelmez qnq 
15:37:46 | [CMD] nik0tin(11) => /tele 6 16 
15:37:46 | [CMD] Moskova_Kurdu(15) => /a : QWEQ 
15:37:46 | RavlyCoder(18): :D
15:37:48 | [CMD] Jodor(7) => /vtamir
15:37:49 | [CMD] DangerTr07(14) => /A aziz býrakmaz 
15:37:53 | [CMD] ColdZeRa(13) => /sac
15:37:54 | [SWAT]DeaD[POH](0): su sparta nerde girmiyo
15:37:55 | [CMD] RavlyCoder(18) => /basarimlar
15:37:57 | [CMD] Moskova_Kurdu(15) => /a Azizin amüq 
15:38:7 | Hic(6): O görevinden ayrýldý
15:38:8 | ColdZeRa(13): sarký acýk degil suan demi?
15:38:10 | [CMD] nik0tin(11) => /atamir 
15:38:10 | [CMD] Hic(6) => /kemer
15:38:12 | H.R.N.(16):  /sac
15:38:13 | RavlyCoder(18): kac görev yaptigimi
15:38:13 | [SWAT]DeaD[POH](0): hangi gorev
15:38:14 | [CMD] Moskova_Kurdu(15) => /a Bi tane adam var instada gördüm. Havaalanýnda Azizi görüyo 
15:38:15 | RavlyCoder(18): nasil görebilrm
15:38:16 | [CMD] ColdZeRa(13) => /sac
15:38:18 | Hic(6): Adminlik
15:38:20 | [CMD] RavlyCoder(18) => /stast
15:38:21 | H.R.N.(16):  /stats
15:38:24 | [CMD] RavlyCoder(18) => /stats
15:38:28 | Hic(6): Sparta298 den bahsediyon demi ?
15:38:31 | [SWAT]DeaD[POH](0): evet
15:38:32 | [CMD] Chilgin[byhack](9) => /atamir
15:38:33 | [CMD] ColdZeRa(13) => /work
15:38:37 | [CMD] Moskova_Kurdu(15) => /a Sen fb baþkaný deðilsin sen müteahhitsin felan dio Q:WEQ 
15:38:39 | [CMD] nik0tin(11) => /araba 
15:38:41 | [CMD] Moskova_Kurdu(15) => /A Aziz buna bakýyo 
15:38:44 | Hic(6): O Ayrýldý Görevinden.
15:38:45 | [SWAT]DeaD[POH](0): tamam adminlikten ayrildiysa nedne girmiyor
15:38:47 | RavlyCoder(18): bidaha baþarým alýrým birazdan oley
15:38:49 | Hic(6): Bilmem
15:38:50 | [CMD] Moskova_Kurdu(15) => /work
15:38:52 | [CMD] RavlyCoder(18) => /meslek
15:38:54 | {FFCC00}RavlyCoder(18) {FFFFFF}Kamyoncu olarak spawn oldu.
15:38:59 | RavlyCoder(18): konvoy elemaný
15:39:0 | RavlyCoder(18): arayan
15:39:0 | [CMD] Moskova_Kurdu(15) => /a pü 
15:39:10 | [SWAT]DeaD[POH](0): dark
15:39:11 | ScrappeR(8): dock a gel
15:39:12 | (BANKA) H.R.N.(16) 61 nolu banka hesabina 1000000$ yatirdi.
15:39:21 | [CMD] DarkFlow(17) => /c ?
15:39:26 | [CMD] ColdZeRa(13) => /tamir
15:39:28 | RavlyCoder(18): þey sayýlýyomu konvoyoda
15:39:32 | RavlyCoder(18): yaptýgýmýz týr görevi
15:39:33 | RavlyCoder(18): sayýsý
15:39:33 | [CMD] [SWAT]DeaD[POH](0) => /c ben su seritten gitcem dikaktli ol qnq
15:39:38 | [CMD] nik0tin(11) => /modifiye 
15:39:39 | Hic(6): Evet
15:39:40 | [CMD] [SWAT]DeaD[POH](0) => /c carparim sonra
15:39:41 | H.R.N.(16):  /stats da yazar
15:39:44 | [CMD] DarkFlow(17) => /c farketmez
15:39:47 | [CMD] [SWAT]DeaD[POH](0) => /c ok
15:39:47 | [CMD] RavlyCoder(18) => /stats
15:39:59 | [CMD] Moskova_Kurdu(15) => /work
15:39:59 | [CMD] RavlyCoder(18) => /rescue
15:40:2 | [CMD] nik0tin(11) => /god 
15:40:5 | RavlyCoder(18): tek yapýym ozaman
15:40:8 | [CMD] nik0tin(11) => /asay Araç Res Geliyor ...    
15:40:8 | [CMD] nik0tin(11) => /asay Araç Res Geliyor ...    
15:40:11 | [CMD] H.R.N.(16) => /r ben biraz film izliyim ev boþken
15:40:13 | RavlyCoder(18): 11 görev sonra 800 skor 
15:40:15 | [CMD] nik0tin(11) => /respawncars 
15:40:15 | [CMD] nik0tin(11) => /cantazele 
15:40:20 | [CMD] Hic(6) => /r Çizgi film izle qnq
15:40:23 | [CMD] H.R.N.(16) => /adminol
15:40:23 | RavlyCoder(18): yaþasýn baþarýmlar sjdöfgldkfjg
15:40:26 | Hic(6): ßß
15:40:30 | [CMD] Jodor(7) => /c dead :D
15:40:31 | [CMD] RavlyCoder(18) => /modifiye
15:40:33 | [CMD] Jodor(7) => /c son anda
15:40:34 | [CMD] nik0tin(11) => /asay Kendi Oyun Chatinizi Silmek Ýstiyorsanýz "/pcc" Kullanabilirsiniz.       
15:40:34 | [CMD] nik0tin(11) => /asay Oyunda Bir Hileci Yada Oyununuzu Sabote Eden Birisi Var Ýse "/rapor <id> <sebep> Kullanabilirsiniz.     
15:40:35 | [CMD] [SWAT]DeaD[POH](0) => /c efm :D
15:40:35 | [CMD] Chilgin[byhack](9) => /atamir
15:40:37 | [CMD] RavlyCoder(18) => /kemer
15:40:39 | H.R.N.(16): bb desinler öle çýkacam len D:a:Daad
15:40:42 | [CMD] [SWAT]DeaD[POH](0) => /c aynen senin yerine korktum
15:40:44 | Hic(6): ßß 
15:40:47 | [CMD] Moskova_Kurdu(15) => /r Harun modu messenger þirkete at 
15:40:48 | [SWAT]DeaD[POH](0): hrn
15:40:53 | [CMD] Moskova_Kurdu(15) => /r týr modu 
15:40:53 | [CMD] DarkFlow(17) => /c benzin bitti :D
15:40:54 | [CMD] nik0tin(11) => /hava 11 
15:40:56 | [CMD] DarkFlow(17) => /tamir
15:40:56 | [CMD] H.R.N.(16) => /r okkey
15:40:57 | [CMD] nik0tin(11) => /hava 12 
15:40:57 | [CMD] DarkFlow(17) => /motor
15:40:59 | [CMD] nik0tin(11) => /hava 13 
15:41:1 | RavlyCoder(18): hic abi nasilsin :d
15:41:3 | [CMD] H.R.N.(16) => /r kg size 2 saate gelirim
15:41:4 | [CMD] RavlyCoder(18) => /rescue
15:41:5 | H.R.N.(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
15:41:6 | [CMD] Jodor(7) => /vtamir
15:41:9 | Hic(6): Ýyiyim Sen Nasýlsýn ?
15:41:14 | [CMD] nik0tin(11) => /hava -1 
15:41:17 | [CMD] Chilgin[byhack](9) => /admins
15:41:18 | RavlyCoder(18): iyiyim bin sýkor olma çabalarý 
15:41:19 | [CMD] nik0tin(11) => /a /hava -1 
15:41:22 | [CMD] nik0tin(11) => /a /hava -2 
15:41:22 | [CMD] ASLANBEY(12) => /c ne yapýyon id8
15:41:22 | Hic(6): :d
15:41:25 | [CMD] Moskova_Kurdu(15) => /hava -1
15:41:25 | [CMD] nik0tin(11) => /hava -2 
15:41:27 | [SWAT]DeaD[POH](0): ravly
15:41:28 | [CMD] Moskova_Kurdu(15) => /hava -2 
15:41:30 | RavlyCoder(18): efndm
15:41:31 | [CMD] Moskova_Kurdu(15) => /a Wow 
15:41:32 | [CMD] nik0tin(11) => /hava -3 
15:41:33 | [CMD] RavlyCoder(18) => /modifiye
15:41:35 | [CMD] Moskova_Kurdu(15) => /a -2 güsel 
15:41:37 | [CMD] nik0tin(11) => /hava -4 
15:41:37 | [CMD] Moskova_Kurdu(15) => /work
15:41:38 | [CMD] ScrappeR(8) => /c kenara girim dedim birden dorse çýktý anlamadým
15:41:39 | [CMD] ASLANBEY(12) => /c daldýn bana
15:41:39 | [SWAT]DeaD[POH](0): ben 100 skorudum 3 haftaya bole oldum
15:41:40 | [CMD] RavlyCoder(18) => /kemer
15:41:42 | [CMD] nik0tin(11) => /a -4 
15:41:47 | [CMD] Moskova_Kurdu(15) => /hava -4 
15:41:49 | Hic(6): Bende 1980 skordum
15:41:49 | [CMD] nik0tin(11) => /hava 12 
15:41:50 | [CMD] Moskova_Kurdu(15) => /hava -2 
15:41:51 | [CMD] nik0tin(11) => /hava 13 
15:41:52 | [CMD] ColdZeRa(13) => /tamir
15:41:52 | RavlyCoder(18): oha ben aralýktan beri
15:41:54 | RavlyCoder(18): böyleyim
15:41:55 | [CMD] Moskova_Kurdu(15) => /a Mavi daha hojdur 
15:41:55 | Hic(6): 1 haftada 4000 skor oldum
15:42:3 | [CMD] nik0tin(11) => /a /hava 17 
15:42:5 | [CMD] nik0tin(11) => /a /hava 13 
15:42:8 | [CMD] Moskova_Kurdu(15) => /a Yeter kýz
15:42:12 | [CMD] DarkFlow(17) => /c neyse daha dikkatli olun 
15:42:12 | [CMD] [SWAT]DeaD[POH](0) => /sirket
15:42:14 | [CMD] Chilgin[byhack](9) => /atamir
15:42:16 | [CMD] ColdZeRa(13) => /sac
15:42:17 | [CMD] nik0tin(11) => /a 13 daha hd gibi 
15:42:20 | [CMD] Chilgin[byhack](9) => /atamir
15:42:21 | RavlyCoder(18): kýsa mesafeyle baþarým kascam
15:42:22 | [CMD] Moskova_Kurdu(15) => /hava 13 
15:42:24 | Hic(6): Kargocu olduktan sonra gerisi kolay
15:42:29 | [CMD] Moskova_Kurdu(15) => /hava -2
15:42:31 | [CMD] nik0tin(11) => /convoy 
15:42:36 | [CMD] Chilgin[byhack](9) => /cleanupcars
15:42:36 | [SirketCHT] RavlyCoder(18): ! abi kýsa mesafede para kasabiliyomuyum sirkete
15:42:41 | RavlyCoder(18): aynen
15:42:41 | [CMD] Hic(6) => /modifiye
15:42:44 | RavlyCoder(18): olmam gerek
15:42:45 | [CMD] Moskova_Kurdu(15) => /a -2 güzel yaw hem uzaðý da görebilion 
15:42:46 | [CMD] Chilgin[byhack](9) => /hava -2
15:42:49 | [CMD] Moskova_Kurdu(15) => /a Bulut felan yok 
15:42:49 | [CMD] Chilgin[byhack](9) => /hava -1
15:42:49 | [CMD] Hic(6) => /kemer
15:42:50 | [CMD] Moskova_Kurdu(15) => /work
15:42:51 | [SirketCHT] [SWAT]DeaD[POH](0): ! aferin reis
15:42:53 | [CMD] Chilgin[byhack](9) => /hava -3
15:42:54 | [CMD] nik0tin(11) => /a kör eder adamý 
15:42:55 | [CMD] Chilgin[byhack](9) => /hava -4
15:42:57 | [SirketCHT] [SWAT]DeaD[POH](0): ! ama orasi az verir
15:42:58 | Hic(6): Caným Sýkýldý Yaw
15:42:59 | RavlyCoder(18): karnede vip olup kascam
15:42:59 | [CMD] Moskova_Kurdu(15) => /a Niye .d 
15:43:3 | [CMD] Beyto(10) => /vtamir/vtamir
15:43:3 | [CMD] Beyto(10) => /vtamir
15:43:6 | [CMD] DarkFlow(17) => /sirket
15:43:7 | RavlyCoder(18): hic abi kýsa mesafe kasalýmmý
15:43:10 | RavlyCoder(18): konvoy
15:43:12 | [CMD] Chilgin[byhack](9) => /a la bi /hava -4 yazsnýna düyaaýn sonu geliyo :d
15:43:13 | [CMD] nik0tin(11) => /a renge bak 
15:43:15 | Hic(6): Yok bea
15:43:20 | RavlyCoder(18): tm
15:43:20 | [CMD] Moskova_Kurdu(15) => /hava -4
15:43:20 | [CMD] nik0tin(11) => /a ohoo daha neler var 
15:43:21 | Hic(6): Çýkýcam Zaten
15:43:25 | [CMD] nik0tin(11) => /a -200 yap :D 
15:43:26 | [CMD] Moskova_Kurdu(15) => /hava -15
15:43:28 | [CMD] nik0tin(11) => /hava -200 
15:43:29 | [CMD] RavlyCoder(18) => /work
15:43:29 | [CMD] Chilgin[byhack](9) => /hava -200
15:43:32 | Hic(6): Danger
15:43:33 | [CMD] nik0tin(11) => /hava -100
15:43:38 | [CMD] Chilgin[byhack](9) => /hava -100
15:43:40 | [CMD] Moskova_Kurdu(15) => /hava -200
15:43:42 | [CMD] Chilgin[byhack](9) => /hava -300
15:43:43 | [CMD] nik0tin(11) => /a -100 
15:43:44 | [CMD] Moskova_Kurdu(15) => /atamir
15:43:45 | [CMD] Chilgin[byhack](9) => /hava -400
15:43:46 | [CMD] ASLANBEY(12) => /tamir
15:43:47 | [CMD] Moskova_Kurdu(15) => /hava -100
15:43:48 | [CMD] nik0tin(11) => /hava 13 
15:43:49 | [CMD] Chilgin[byhack](9) => /hava -500
15:43:49 | [CMD] Moskova_Kurdu(15) => /a öh
15:43:50 | [CMD] [SWAT]DeaD[POH](0) => /hava -100
15:43:50 | [CMD] Beyto(10) => /kemer
15:43:53 | [CMD] Moskova_Kurdu(15) => /hava -2
15:43:56 | [CMD] Moskova_Kurdu(15) => /work
15:43:56 | [CMD] [SWAT]DeaD[POH](0) => /hava 1
15:43:57 | [CMD] Chilgin[byhack](9) => /hava -10
15:44:3 | nik0tin(11): oyunun hava bozuldu 
15:44:3 | [CMD] Moskova_Kurdu(15) => /a -2 yi sevdim ben .d 
15:44:6 | [CMD] Chilgin[byhack](9) => /hava -2
15:44:12 | [SWAT]DeaD[POH](0):  /haca -100 yazin iyi bir hava miss :D
15:44:14 | [CMD] Chilgin[byhack](9) => /a -2 kör eder la :D
15:44:16 | [SWAT]DeaD[POH](0):  /hava -100 yazin iyi bir hava miss :D
15:44:21 | [CMD] RavlyCoder(18) => /hava -100ü
15:44:22 | [CMD] Chilgin[byhack](9) => /hava -100
15:44:24 | [CMD] Moskova_Kurdu(15) => /a yaw nie etsin .d 
15:44:24 | [CMD] RavlyCoder(18) => /hava -100
15:44:24 | [CMD] Hic(6) => /hava -100
15:44:27 | RavlyCoder(18): bune
15:44:28 | RavlyCoder(18): ya
15:44:29 | [CMD] Chilgin[byhack](9) => /hava -00
15:44:30 | Hic(6): Efso hava olm
15:44:30 | RavlyCoder(18): :c
15:44:31 | [CMD] nik0tin(11) => /a -100 
15:44:32 | [CMD] DangerTr07(14) => /Atamir
15:44:33 | [CMD] DangerTr07(14) => /fuel
15:44:34 | [CMD] Hic(6) => /hava -31
15:44:35 | RavlyCoder(18): hiçbri yer
15:44:36 | [CMD] Moskova_Kurdu(15) => /hava 10
15:44:36 | [CMD] DangerTr07(14) => /Dtemizle
15:44:37 | [CMD] Jodor(7) => /vbenzin
15:44:37 | RavlyCoder(18): görünmüo
15:44:39 | [CMD] Jodor(7) => /vtamir
15:44:41 | [CMD] Chilgin[byhack](9) => /hava -01
15:44:41 | [CMD] Moskova_Kurdu(15) => /a neyse /hava 10 adamdýr
15:44:42 | berat7345(16) oyuna girdi [IP: 31.223.24.240]
15:44:42 | [SWAT]DeaD[POH](0):  /hava 1 yazin
15:44:44 | [CMD] RavlyCoder(18) => /hava -50
15:44:45 | [CMD] nik0tin(11) => /saat -100 
15:44:47 | [CMD] ColdZeRa(13) => /hava -100
15:44:49 | [CMD] ASLANBEY(12) => /c dead seri
15:44:49 | [CMD] Chilgin[byhack](9) => /hava 10
15:44:50 | RavlyCoder(18): hava -50 cokselmis
15:44:51 | [CMD] Jodor(7) => /tiryazi ART NAKLÝYAT LTD.ÞTÝ.
15:44:52 | [CMD] Moskova_Kurdu(15) => /hava 1 
15:44:52 | [CMD] ColdZeRa(13) => /hava 50
15:44:54 | [CMD] ASLANBEY(12) => /work
15:44:55 | [CMD] [SWAT]DeaD[POH](0) => /c ok
15:44:55 | [CMD] Chilgin[byhack](9) => /hava -10
15:44:56 | 
15:44:56 | [CMD] Moskova_Kurdu(15) => /work
15:44:56 | RavlyCoder(18): filtre gibi
15:44:57 | [CMD] DarkFlow(17) => /hava -100
15:44:58 | {FFCC00}berat7345(16) {FFFFFF}Kamyoncu olarak spawn oldu.
15:44:59 | [CMD] Chilgin[byhack](9) => /hava -50
15:44:59 | [CMD] nik0tin(11) => /hava -50 
15:45:0 | [CMD] berat7345(16) => /sa
15:45:1 | [CMD] DarkFlow(17) => /hava 1
15:45:2 | [CMD] berat7345(16) => /sac
15:45:2 | [CMD] RavlyCoder(18) => /as
15:45:2 | [CMD] ColdZeRa(13) => /hava 1
15:45:3 | [CMD] [SWAT]DeaD[POH](0) => /as
15:45:3 | [CMD] DangerTr07(14) => /AS
15:45:3 | [CMD] ScrappeR(8) => /as
15:45:6 | [CMD] Chilgin[byhack](9) => /hava 10
15:45:7 | Hic(6): Aleyküm Selam
15:45:7 | [CMD] Moskova_Kurdu(15) => /hava -50 
15:45:7 | [CMD] nik0tin(11) => /a -50 kýrmýzý 
15:45:9 | [CMD] ScrappeR(8) => /asiriyuk
15:45:9 | [CMD] Jodor(7) => /asiriyuk
15:45:10 | [CMD] ColdZeRa(13) => /hava 20
15:45:10 | [CMD] DangerTr07(14) => /atamir
15:45:11 | [CMD] nik0tin(11) => /hava 13 
15:45:11 | [CMD] DarkFlow(17) => /asiriyuk
15:45:13 | [CMD] ColdZeRa(13) => /hava 50
15:45:13 | [CMD] RavlyCoder(18) => /saat 50
15:45:16 | [CMD] Hic(6) => /hava -50
15:45:17 | [CMD] RavlyCoder(18) => /saat 24
15:45:18 | [CMD] ColdZeRa(13) => /hava 70
15:45:19 | [CMD] Chilgin[byhack](9) => /araba
15:45:20 | [CMD] Hic(6) => /hava -1
15:45:20 | [CMD] DangerTr07(14) => /God
15:45:20 | [CMD] Jodor(7) => /c bi çay koyayým
15:45:21 | [CMD] ASLANBEY(12) => /asiriyuk
15:45:21 | [CMD] RavlyCoder(18) => /saat 12
15:45:21 | [CMD] DangerTr07(14) => /atamir
15:45:21 | [CMD] nik0tin(11) => /asiriyuk 
15:45:22 | [CMD] ColdZeRa(13) => /hava 100
