0:0:9 | huso608(11): inceliyorum
1:54:58 | [CMD] tavsanpaladin55(15) => /l ne görevi
1:55:1 | [SirketCHT] DarkFlow(12): ! :D
1:55:3 | [CMD] Jodor(9) => /araba
1:55:6 | [LOCAL]sezzer(7): yapma knk :D
1:55:6 | [CMD] sezzer(7) => /l yapma knk :D
1:55:8 | [LOCAL]tavsanpaladin55(15): nediyon olm
1:55:8 | [CMD] tavsanpaladin55(15) => /l nediyon olm
1:55:12 | [LOCAL]tavsanpaladin55(15): tm la geldi
1:55:12 | [CMD] tavsanpaladin55(15) => /l tm la geldi
1:55:13 | [SirketCHT] Jodor(9): ! iyi oldu
1:55:14 | [LOCAL]tavsanpaladin55(15): :D
1:55:14 | [CMD] tavsanpaladin55(15) => /l :D
1:55:14 | [SirketCHT] bay.potiy(10): ! noldu morq
1:55:16 | [SirketCHT] DarkFlow(12): ! :DD
1:55:23 | [SirketCHT] Jodor(9): ! bana saldýrdý :D
1:55:33 | [SirketCHT] DarkFlow(12): ! :D
1:55:36 | {FFCC00}[cCc]HulkHulk[cCc](14) {FFFFFF}Kamyoncu olarak spawn oldu.
1:55:36 | [SirketCHT] bay.potiy(10): ! :D
1:55:43 | [CMD] nefariouss(17) => /rescue
1:55:48 | [SirketCHT] Jodor(9): ! uyarý verir zannettim :/
1:55:51 | [CMD] bay.potiy(10) => /rescue
1:55:53 | [SirketCHT] Asi_Kaptan(16): ! iyi yapmýs sana az bile :D
1:55:54 | GSpor1991(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
1:55:55 | [SirketCHT] DarkFlow(12): ! :D
1:55:59 | [CMD] [cCc]HulkHulk[cCc](14) => /sirketdorse
1:56:1 | [CMD] huso608(13) => /work
1:56:8 | [CMD] DarkFlow(12) => /pm 13 huso naptýn la :D
1:56:17 | [CMD] DarkFlow(12) => /pm 13 suçum ne :D
1:56:27 | GSpor1991(6) oyuna girdi [IP: 176.217.129.150]
1:56:36 | 
1:56:39 | {FFCC00}GSpor1991(6) {FFFFFF}Kamyoncu olarak spawn oldu.
1:56:42 | [CMD] huso608(13) => /pm 12 baskan hancerle vurdu sený dm sikayeti att deatmatch yani vurmak olayý
1:56:54 | [CMD] DarkFlow(12) => /pm 13 :D
1:56:59 | [CMD] GSpor1991(6) => /kemer
1:57:3 | [CMD] huso608(13) => /pm 12 bizim kurallara gore 250 sanýye ilk icin
1:57:9 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
1:57:13 | [CMD] tavsanpaladin55(15) => /hayatziplamasi
1:57:13 | Jodor(9): 250 saniye 
1:57:16 | [CMD] DarkFlow(12) => /pm 13 þakalasýyoduk la :D
1:57:17 | [CMD] tavsanpaladin55(15) => /animkapat
1:57:17 | Jodor(9): 6 dakika
1:57:18 | sezzer(7): asda
1:57:21 | Jodor(9): 10 saniye
1:57:25 | tavsanpaladin55(15): niye atlamadý la :D
1:57:28 | [KAMYONCU] Asi_Kaptan, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 265426$, 1 Skor ve 5 EXP Sure: 537 Saniye
1:57:41 | [CMD] huso608(13) => /pm 12 sordum ya cýddýmýsýn dýe evet dedi 
1:57:43 | [CMD] Asi_Kaptan(16) => /akilitle
1:57:43 | {FFCC00}bay.potiy(10) {FFFFFF}Kamyoncu olarak spawn oldu.
1:57:49 | [CMD] huso608(13) => /work
1:57:49 | [CMD] Asi_Kaptan(16) => /edisarm
1:57:50 | [LOCAL]sezzer(7): knk o ragdoll modun içinde
1:57:50 | [CMD] sezzer(7) => /l knk o ragdoll modun içinde
1:57:51 | [CMD] DarkFlow(12) => /pm 13 :D
1:57:52 | [SirketCHT] Jodor(9): ! þirkete pikap alayým mý :D
1:57:53 | [LOCAL]tavsanpaladin55(15): bong gang nýgý bong geeeeeeeeððððng
1:57:53 | [CMD] tavsanpaladin55(15) => /l bong gang nýgý bong geeeeeeeeððððng
1:57:53 | [CMD] Asi_Kaptan(16) => /e disarm
1:57:55 | [LOCAL]tavsanpaladin55(15): a:SDSA:DA
1:57:55 | [CMD] tavsanpaladin55(15) => /l a:SDSA:DA
1:57:59 | [LOCAL]sezzer(7): efektler faklan da vardý
1:57:59 | [CMD] sezzer(7) => /l efektler faklan da vardý
1:58:0 | [SirketCHT] DarkFlow(12): ! al al :D
1:58:1 | bay.potiy(10): arac res 
1:58:3 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:58:6 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:58:6 | [SirketCHT] [cCc]HulkHulk[cCc](14): ! al al
1:58:9 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
1:58:10 | [LOCAL]sezzer(7): patlama efektleri falan müthiþti mi
1:58:10 | [CMD] sezzer(7) => /l patlama efektleri falan müthiþti mi
1:58:10 | [LOCAL]tavsanpaladin55(15): knk ben sevmiyorum efektleri ya
1:58:10 | [CMD] tavsanpaladin55(15) => /l knk ben sevmiyorum efektleri ya
1:58:11 | [CMD] huso608(13) => /respawncars
1:58:11 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
1:58:11 | [SirketCHT] Asi_Kaptan(16): ! afk konserve Yapcam Kendime
1:58:12 | [LOCAL]sezzer(7): mk
1:58:12 | [CMD] sezzer(7) => /l mk
1:58:13 | [CMD] huso608(13) => /cantazele
1:58:13 | [CMD] [cCc]HulkHulk[cCc](14) => /paragonder
1:58:20 | [CMD] DarkFlow(12) => /pm 9 jodoru da at jodorda bana vurdu :D
1:58:20 | [LOCAL]tavsanpaladin55(15): oyunun saflýðýný bozuyor
1:58:20 | [CMD] tavsanpaladin55(15) => /l oyunun saflýðýný bozuyor
1:58:21 | [cCc]HulkHulk[cCc](14) bay.potiy(10)'a 100000$ para gönderdi
1:58:21 | [CMD] [cCc]HulkHulk[cCc](14) => /paragonder 10 100000
1:58:25 | [LOCAL]tavsanpaladin55(15): kötü dürüyor
1:58:25 | [CMD] tavsanpaladin55(15) => /l kötü dürüyor
1:58:26 | [LOCAL]sezzer(7): sadece efektleri ekleyebilsem eklerdim
1:58:26 | [CMD] sezzer(7) => /l sadece efektleri ekleyebilsem eklerdim
1:58:28 | [LOCAL]tavsanpaladin55(15): duruyor
1:58:28 | [CMD] tavsanpaladin55(15) => /l duruyor
1:58:28 | [CMD] DarkFlow(12) => /pm 9 benim yanýma 
1:58:30 | [CMD] Jodor(9) => /pm 12 yanlýþ pm :D
1:58:38 | [LOCAL]sezzer(7): ben beðendim valla knk iyiydi
1:58:38 | [CMD] sezzer(7) => /l ben beðendim valla knk iyiydi
1:58:39 | [CMD] DarkFlow(12) => /pm 9 :D
1:58:42 | [CMD] Jodor(9) => /pm 12 ssin var mý
1:58:47 | DarkFlow(12): 7pm 9 dogru la :D
1:58:49 | [LOCAL]tavsanpaladin55(15): bi ara ben iron man modunu kurmustum yanýnda efektde vardý
1:58:49 | [CMD] tavsanpaladin55(15) => /l bi ara ben iron man modunu kurmustum yanýnda efektde vardý
1:58:55 | Jodor(9):  / pm 12 iftiracý
1:58:57 | [CMD] DarkFlow(12) => /pm 9 dogru la :D 
1:59:4 | [CMD] Jodor(9) => /galeri
1:59:10 | [LOCAL]tavsanpaladin55(15): cok yapmacýk
1:59:10 | [CMD] tavsanpaladin55(15) => /l cok yapmacýk
1:59:12 | [LOCAL]tavsanpaladin55(15): geliyor
1:59:12 | [CMD] tavsanpaladin55(15) => /l geliyor
1:59:13 | [CMD] sezzer(7) => /l.
1:59:16 | [LOCAL]tavsanpaladin55(15): "bana"
1:59:16 | [CMD] tavsanpaladin55(15) => /l "bana"
1:59:17 | [LOCAL]sezzer(7): .
1:59:17 | [CMD] sezzer(7) => /l .
1:59:20 | [CMD] sezzer(7) => /work
1:59:31 | [CMD] huso608(13) => /god
1:59:39 | [CMD] huso608(13) => /work
1:59:41 | bay.potiy(10): arac res 
1:59:47 | [CMD] DarkFlow(12) => /pm 9 jodor u ss var bende atayým 
1:59:51 | huso608(13): yeni atýldý
1:59:57 | [CMD] huso608(13) => /spec 10
1:59:58 | [CMD] DarkFlow(12) => /pm 9 :D
1:59:58 | tavsanpaladin55(15): duyuru ekraný res
2:0:1 | bay.potiy(10): tm
2:0:9 | [CMD] Jodor(9) => /araba
2:0:12 | [CMD] huso608(13) => /dtemizle
2:0:13 | {FFCC00}DarkFlow(12) {FFFFFF}Kamyoncu olarak spawn oldu.
2:0:16 | [CMD] Jodor(9) => /araba
2:0:19 | [CMD] huso608(13) => /specoff
2:0:19 | huso608(13) Oduncu olarak spawn oldu.
2:0:20 | [SirketCHT] DarkFlow(12): ! jodor ulan jodor :D
2:0:22 | [ARAC] Jodor(9), 536 ID'li NRG-500 model araci 90000000$'a satin aldi.
2:0:32 | [CMD] DarkFlow(12) => /saat 0
2:0:36 | [CMD] GSpor1991(6) => /s
2:0:37 | sezzer(7): mükelmmel bi atlayýþ
2:0:43 | [CMD] GSpor1991(6) => /rescue
2:0:44 | [CMD] DarkFlow(12) => /yerbul
2:0:46 | [CMD] Jodor(9) => /galeri
2:0:47 | bay.potiy(10): huso beni killesene 
2:0:53 | GSpor1991(6): res 
2:0:57 | huso608(13): maalesef /meslek
2:1:10 | [ARAC] Jodor(9), 536 ID'li 
2:1:10 | GSpor1991(6): res 
2:1:11 | [CMD] bay.potiy(10) => /karkol
2:1:13 | huso608(13): @6 ne res istiyorsun
2:1:16 | [LOCAL]tavsanpaladin55(15): vice cityi yüzde yüz bitiricekdim
2:1:16 | [CMD] tavsanpaladin55(15) => /l vice cityi yüzde yüz bitiricekdim
2:1:17 | [CMD] bay.potiy(10) => /karakol
2:1:18 | [CMD] Jodor(9) => /araba
2:1:19 | huso608(13): arac mý yoksa can mý
2:1:19 | GSpor1991(6): þ
2:1:22 | [LOCAL]tavsanpaladin55(15): dondurmacý görevi buglu aq
2:1:22 | [CMD] tavsanpaladin55(15) => /l dondurmacý görevi buglu aq
2:1:23 | GSpor1991(6): arac
2:1:24 | [CMD] Jodor(9) => /galeri
2:1:25 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
2:1:29 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
2:1:31 | [ARAC] Jodor(9), 554 ID'li Perennial model araci 30000000$'a satin aldi.
2:1:31 | [CMD] bay.potiy(10) => /cezaode
2:1:31 | [CMD] huso608(13) => /asay Arac Res Geliyor!!! 
2:1:33 | [CMD] huso608(13) => /respawncars
2:1:34 | [CMD] huso608(13) => /cantazele
2:1:35 | [CMD] Jodor(9) => /araba
2:1:39 | [CMD] Jodor(9) => /galeri
2:1:40 | [LOCAL]tavsanpaladin55(15): Son görevleri açmak için
2:1:40 | [CMD] tavsanpaladin55(15) => /l Son görevleri açmak için
2:1:42 | [CMD] bay.potiy(10) => /rescue
2:1:48 | [LOCAL]tavsanpaladin55(15): dükkan görevlerini yapmak gerek 
2:1:48 | [CMD] tavsanpaladin55(15) => /l dükkan görevlerini yapmak gerek 
2:1:50 | [LOCAL]sezzer(7): kaç görevi var knk
2:1:50 | [CMD] sezzer(7) => /l kaç görevi var knk
2:1:51 | [CMD] huso608(13) => /work
2:1:58 | [LOCAL]tavsanpaladin55(15): diðer gtalara göre
2:1:58 | [CMD] tavsanpaladin55(15) => /l diðer gtalara göre
2:2:0 | [LOCAL]tavsanpaladin55(15): çok yok knk
2:2:0 | [CMD] tavsanpaladin55(15) => /l çok yok knk
2:2:7 | [ARAC] Jodor(9), 555 ID'li @Buccaneer model araci 13000000$'a satin aldi.
2:2:15 | [LOCAL]sezzer(7): göt kadar map zaten mk ne görevi olabilir
2:2:15 | [CMD] sezzer(7) => /l göt kadar map zaten mk ne görevi olabilir
2:2:19 | [CMD] Jodor(9) => /galeri
2:2:25 | [LOCAL]tavsanpaladin55(15): 2002 de cýkdý aq
2:2:25 | [CMD] tavsanpaladin55(15) => /l 2002 de cýkdý aq
2:2:32 | [CMD] Jodor(9) => /rescue
2:2:34 | [LOCAL]tavsanpaladin55(15): o zaman oyun cýkdýgýnda millet azý açýk oynuyordu
2:2:34 | [CMD] tavsanpaladin55(15) => /l o zaman oyun cýkdýgýnda millet azý açýk oynuyordu
2:2:39 | [CMD] Jodor(9) => /araba
2:2:48 | [LOCAL]sezzer(7): bu da 2003 de çýktý mk arada 1 sene var
2:2:48 | [CMD] sezzer(7) => /l bu da 2003 de çýktý mk arada 1 sene var
2:2:53 | [CMD] sezzer(7) => /work
2:2:55 | [LOCAL]tavsanpaladin55(15): 2004 de cýkdý bu
2:2:55 | [CMD] tavsanpaladin55(15) => /l 2004 de cýkdý bu
2:2:58 | [LOCAL]tavsanpaladin55(15): :D
2:2:58 | [CMD] tavsanpaladin55(15) => /l :D
2:2:58 | [LOCAL]sezzer(7): 3
2:2:58 | [CMD] sezzer(7) => /l 3
2:3:3 | [CMD] Jodor(9) => /araba
2:3:4 | [LOCAL]tavsanpaladin55(15): neyine giriyoz iddasýna
2:3:4 | [CMD] tavsanpaladin55(15) => /l neyine giriyoz iddasýna
2:3:8 | [LOCAL]tavsanpaladin55(15): aliminyum
2:3:8 | [CMD] tavsanpaladin55(15) => /l aliminyum
2:3:10 | [CMD] nefariouss(17) => /convoy
2:3:13 | [CMD] bay.potiy(10) => /convoy
2:3:16 | [LOCAL]sezzer(7): husoyla knk olmacasýna
2:3:16 | [CMD] sezzer(7) => /l husoyla knk olmacasýna
2:3:19 | bay.potiy(10):  convoy
2:3:19 | [LOCAL]sezzer(7): ahgsdjgah
2:3:19 | [CMD] sezzer(7) => /l ahgsdjgah
2:3:21 | [CMD] [cCc]HulkHulk[cCc](14) => /convoy
2:3:22 | [CMD] Jodor(9) => /araba
2:3:25 | [LOCAL]tavsanpaladin55(15): bunu kendine yapma :ASD:ADAS:D
2:3:25 | [CMD] tavsanpaladin55(15) => /l bunu kendine yapma :ASD:ADAS:D
2:3:30 | [LOCAL]sezzer(7): jasdghjhagd
2:3:30 | [CMD] sezzer(7) => /l jasdghjhagd
2:3:35 | [CMD] huso608(13) => /work
2:3:48 | [LOCAL]tavsanpaladin55(15): google'a yaz gta san andreas 
2:3:48 | [CMD] tavsanpaladin55(15) => /l google'a yaz gta san andreas 
2:3:53 | [CMD] Jodor(9) => /araba
2:3:53 | [LOCAL]tavsanpaladin55(15): zaten saðda yazýyor
2:3:53 | [CMD] tavsanpaladin55(15) => /l zaten saðda yazýyor
2:3:57 | [LOCAL]tavsanpaladin55(15): kaçta çýkdýðý
2:3:57 | [CMD] tavsanpaladin55(15) => /l kaçta çýkdýðý
2:4:0 | [LOCAL]sezzer(7): dur bakam
2:4:0 | [CMD] sezzer(7) => /l dur bakam
2:4:5 | [LOCAL]sezzer(7): ben  2003 diye biliyom
2:4:5 | [CMD] sezzer(7) => /l ben  2003 diye biliyom
2:4:5 | [CMD] Jodor(9) => /araba
2:4:11 | [CMD] DarkFlow(12) => /pm 9 49B09AE13B415B3083D71EEB64A09A27C3412E40F133F6A30F59BE52F2F8896FD11E412660AE
2:4:19 | [CMD] GSpor1991(6) => /tamir
2:4:28 | [CMD] DarkFlow(12) => /pm 9 benim kimliðim 
2:4:43 | [LOCAL]sezzer(7): vay mk
2:4:43 | [CMD] sezzer(7) => /l vay mk
2:4:45 | [CMD] Jodor(9) => /araba
2:4:45 | [LOCAL]tavsanpaladin55(15): göt oldun demi
2:4:45 | [CMD] tavsanpaladin55(15) => /l göt oldun demi
2:4:58 | [LOCAL]sezzer(7): ne fark eder mk 2 sene çok mu
2:4:58 | [CMD] sezzer(7) => /l ne fark eder mk 2 sene çok mu
2:5:3 | [LOCAL]tavsanpaladin55(15): çok tabi 
2:5:3 | [CMD] tavsanpaladin55(15) => /l çok tabi 
2:5:7 | [CMD] Jodor(9) => /pm 12 ne kimliði ya
2:5:14 | [CMD] nefariouss(17) => /work
2:5:17 | Jodor(9): dark çýokmadýn mý henüz hapisten
2:5:18 | [CMD] huso608(13) => /work
2:5:31 | [SirketCHT] Jodor(9): ! iki pikap, bi motor daha aldýk þirkete
2:5:33 | [CMD] DarkFlow(12) => /pm 9 proðram ismi vercem onu indir bunu ekle 
2:5:40 | [CMD] DarkFlow(12) => /pm 9 çýktým 
2:5:42 | [CMD] sezzer(7) => /tamir
2:5:48 | [LOCAL]Asi_Kaptan(16): hhahahahahah
2:5:48 | [CMD] Asi_Kaptan(16) => /l hhahahahahah
2:5:49 | [CMD] DarkFlow(12) => /rescue
2:5:50 | [CMD] Jodor(9) => /pm 12 tamam
2:5:52 | [SirketCHT] tavsanpaladin55(15): ! pick up en sevdiðim
2:5:52 | [SirketCHT] DarkFlow(12): ! h.o
2:5:58 | [LOCAL]tavsanpaladin55(15): pardon
2:5:58 | [CMD] tavsanpaladin55(15) => /l pardon
2:6:4 | [SirketCHT] Jodor(9): ! yosemite bobcat
2:6:9 | [SirketCHT] Jodor(9): ! iki tane var
2:6:22 | [CMD] Jodor(9) => /sirket
2:6:28 | [CMD] [cCc]HulkHulk[cCc](14) => /asiriyuk
2:6:29 | [CMD] [cCc]HulkHulk[cCc](14) => /asiriyuk
2:6:30 | [CMD] bay.potiy(10) => /asiriyük
2:6:37 | [CMD] bay.potiy(10) => /asýrýyük
2:6:37 | [CMD] nefariouss(17) => /tamir
2:6:38 | [CMD] GSpor1991(6) => /tamir
2:6:41 | [LOCAL]tavsanpaladin55(15): bong geeeeeeeððnnk
2:6:41 | [CMD] tavsanpaladin55(15) => /l bong geeeeeeeððnnk
2:6:59 | [CMD] nefariouss(17) => /asiriyuk
2:7:0 | [SirketCHT] Jodor(9): ! beyler size sürpirzim var
2:7:1 | [CMD] huso608(13) => /work
2:7:2 | [LOCAL]sezzer(7): sesi komedi olm
2:7:2 | [CMD] sezzer(7) => /l sesi komedi olm
2:7:9 | [SirketCHT] Jodor(9): ! þirkete ait ilk aracýmýzý alýyoruz
2:7:10 | [SirketCHT] [cCc]HulkHulk[cCc](14): ! nedir reis
2:7:15 | [LOCAL]tavsanpaladin55(15): olm adamýn videolarý baðýmlýlýk yapdý
2:7:15 | [CMD] tavsanpaladin55(15) => /l olm adamýn videolarý baðýmlýlýk yapdý
2:7:20 | [CMD] GSpor1991(6) => /tamir
2:7:24 | [SirketCHT] Jodor(9): ! oyundan çýksam bile araç burada kalacak
2:7:33 | [CMD] Jodor(9) => /sirket
2:7:36 | [LOCAL]DarkFlow(12): bulletmi alaacan
2:7:36 | [CMD] DarkFlow(12) => /l bulletmi alaacan
2:7:38 | [CMD] sezzer(7) => /tamir
2:7:40 | [CMD] sezzer(7) => /wokr
2:7:42 | [CMD] sezzer(7) => /work
2:7:50 | [SirketCHT] bay.potiy(10): !patlarsa
2:7:57 | [SirketCHT] Jodor(9): ! patlasa bile
2:8:1 | [SirketCHT] DarkFlow(12): ! oo
2:8:11 | [SirketCHT] DarkFlow(12): ! guzel makýna
2:8:25 | [CMD] GSpor1991(6) => /tamir
2:8:25 | [SirketCHT] bay.potiy(10): ! bravo
2:8:25 | [CMD] DarkFlow(12) => /sirket
2:8:39 | [LOCAL]tavsanpaladin55(15): knk bi araç alýcam
2:8:39 | [CMD] tavsanpaladin55(15) => /l knk bi araç alýcam
2:8:44 | [LOCAL]tavsanpaladin55(15): ne alsam karar veremedim
2:8:44 | [CMD] tavsanpaladin55(15) => /l ne alsam karar veremedim
2:8:46 | [LOCAL]DarkFlow(12): :D 
2:8:46 | [CMD] DarkFlow(12) => /l :D 
2:8:55 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
2:8:55 | [LOCAL]sezzer(7): ucuz biþe alcaksan
2:8:55 | [CMD] sezzer(7) => /l ucuz biþe alcaksan
2:8:59 | [CMD] huso608(13) => /work
2:8:59 | [CMD] sezzer(7) => /c sentinel candýr
2:8:59 | [LOCAL]tavsanpaladin55(15): gta vice storiesda philin aracýný alýcakdým
2:8:59 | [CMD] tavsanpaladin55(15) => /l gta vice storiesda philin aracýný alýcakdým
2:9:6 | [LOCAL]tavsanpaladin55(15): baktým koymamýþlar akü
2:9:6 | [CMD] tavsanpaladin55(15) => /l baktým koymamýþlar akü
2:9:7 | [CMD] Jodor(9) => /balon
2:9:14 | [LOCAL]sezzer(7): sentinel candýr
2:9:14 | [CMD] sezzer(7) => /l sentinel candýr
2:9:15 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
2:9:16 | [CMD] Jodor(9) => /araba
2:9:17 | [LOCAL]sezzer(7): 16 m
2:9:17 | [CMD] sezzer(7) => /l 16 m
2:9:22 | [LOCAL]tavsanpaladin55(15): sentinel sevmiyorum knk
2:9:22 | [CMD] tavsanpaladin55(15) => /l sentinel sevmiyorum knk
2:9:25 | [CMD] Jodor(9) => /araba
2:9:29 | [CMD] GSpor1991(6) => /tamir
2:9:32 | [LOCAL]sezzer(7): sentinel sana bayýlýyo
2:9:32 | [CMD] sezzer(7) => /l sentinel sana bayýlýyo
2:9:37 | [LOCAL]tavsanpaladin55(15): sabremi alsam diyorum
2:9:37 | [CMD] tavsanpaladin55(15) => /l sabremi alsam diyorum
2:9:38 | [LOCAL]sezzer(7): suriyelisi
2:9:38 | [CMD] sezzer(7) => /l suriyelisi
2:9:40 | [CMD] Jodor(9) => /sirket
2:9:42 | [CMD] GSpor1991(6) => /tamir
2:9:44 | [LOCAL]tavsanpaladin55(15): hem tipi ýmpalaya benziyor
2:9:44 | [CMD] tavsanpaladin55(15) => /l hem tipi ýmpalaya benziyor
2:9:49 | andraca(8) oyuna girdi [IP: 177.237.9.40]
2:9:53 | [CMD] Jodor(9) => /cevir
2:9:53 | [LOCAL]tavsanpaladin55(15): hemde en 10 hýzlý aracýn icinde
2:9:53 | [CMD] tavsanpaladin55(15) => /l hemde en 10 hýzlý aracýn icinde
2:9:58 | DarkFlow(12): :Dw
2:10:1 | [CMD] DarkFlow(12) => /rescue
2:10:2 | [CMD] Jodor(9) => /vtamir
2:10:9 | [LOCAL]sezzer(7): kaç basýyo knk
2:10:9 | [CMD] sezzer(7) => /l kaç basýyo knk
2:10:11 | [CMD] Jodor(9) => /balon
2:10:14 | [LOCAL]tavsanpaladin55(15): ne bileyim amk
2:10:14 | [CMD] tavsanpaladin55(15) => /l ne bileyim amk
2:10:17 | [CMD] GSpor1991(6) => /tamir
2:10:23 | [LOCAL]sezzer(7): nasý hýzlý diyon o zaman mk
2:10:23 | [CMD] sezzer(7) => /l nasý hýzlý diyon o zaman mk
2:10:25 | [CMD] Asi_Kaptan(16) => /sirket
2:10:26 | [CMD] Jodor(9) => /araba
2:10:31 | [LOCAL]tavsanpaladin55(15): video izledim
2:10:31 | [CMD] tavsanpaladin55(15) => /l video izledim
2:10:32 | andraca(8) oyundan cIktI (Hata/Crash) (IP: 177.237.9.40)
2:10:38 | [LOCAL]tavsanpaladin55(15): adam havalimanýnda hýz testi yapýyor
2:10:38 | [CMD] tavsanpaladin55(15) => /l adam havalimanýnda hýz testi yapýyor
2:10:49 | [CMD] sezzer(7) => /tami
2:10:53 | [CMD] sezzer(7) => /tamir
2:10:55 | [CMD] huso608(13) => /work
2:10:56 | [LOCAL]tavsanpaladin55(15): kanýtsýz iþ yapmayýz gardaþým merak etme
2:10:56 | [CMD] tavsanpaladin55(15) => /l kanýtsýz iþ yapmayýz gardaþým merak etme
2:11:5 | [CMD] GSpor1991(6) => /tamir
2:11:6 | [LOCAL]sezzer(7): hee o olay neymiþ biliyon mu
2:11:6 | [CMD] sezzer(7) => /l hee o olay neymiþ biliyon mu
2:11:6 | [CMD] Jodor(9) => /araba
2:11:11 | [LOCAL]tavsanpaladin55(15): ney
2:11:11 | [CMD] tavsanpaladin55(15) => /l ney
2:11:20 | [LOCAL]sezzer(7): chatte yazýyoduk ya kesin hile diye
2:11:20 | [CMD] sezzer(7) => /l chatte yazýyoduk ya kesin hile diye
2:11:22 | [CMD] Jodor(9) => /kemer
2:11:24 | [CMD] bay.potiy(10) => /tamir
2:11:26 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
2:11:30 | [LOCAL]tavsanpaladin55(15): hassiktir
2:11:30 | [CMD] tavsanpaladin55(15) => /l hassiktir
2:11:32 | SporOyuncu(8) oyuna girdi [IP: 95.5.73.187]
2:11:33 | [LOCAL]tavsanpaladin55(15): :ASD:ADA
2:11:33 | [CMD] tavsanpaladin55(15) => /l :ASD:ADA
2:11:34 | [CMD] GSpor1991(6) => /tamir
2:11:38 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
2:11:45 | [LOCAL]tavsanpaladin55(15): vay amýna koyayým ya
2:11:45 | [CMD] tavsanpaladin55(15) => /l vay amýna koyayým ya
2:11:46 | [CMD] DarkFlow(12) => /convoy
2:11:47 | [LOCAL]sezzer(7): ona uyarý atmýþ komut kullanmadým diyorum ýsrar ediyo sancak söyleyince koptum mk jasghdkjghad
2:11:47 | [CMD] sezzer(7) => /l ona uyarý atmýþ komut kullanmadým diyorum ýsrar ediyo sancak söyleyince koptum mk jasghdkjghad
2:11:48 | [CMD] DarkFlow(12) => /sirket
2:11:49 | [CMD] Jodor(9) => /sapark
2:11:50 | [ANTIHACK] Þüpheli GSpor1991(6) => Can-Hilesi
2:11:53 | [CMD] Jodor(9) => /vtamir
2:11:55 | {FFCC00}GSpor1991(6) {FFFFFF}Kamyoncu olarak spawn oldu.
2:11:56 | [LOCAL]sezzer(7): chatte yazdýðýn için dese biþey demicem
2:11:56 | [CMD] sezzer(7) => /l chatte yazdýðýn için dese biþey demicem
2:11:57 | SporOyuncu(8) oyundan cIktI (Hata/Crash) (IP: 95.5.73.187)
2:11:57 | [CMD] huso608(13) => /spec 6
2:12:0 | [LOCAL]sezzer(7): ben görüyorum diyo
2:12:0 | [CMD] sezzer(7) => /l ben görüyorum diyo
2:12:5 | SporOyuncu(8) oyuna girdi [IP: 95.5.73.187]
2:12:11 | 
2:12:18 | {FFCC00}SporOyuncu(8) {FFFFFF}Kamyoncu olarak spawn oldu.
2:12:26 | [CMD] sezzer(7) => /work
2:12:34 | [LOCAL]sezzer(7): kimlerle uðraþýyoz hey allahým
2:12:34 | [CMD] sezzer(7) => /l kimlerle uðraþýyoz hey allahým
2:12:35 | [LOCAL]tavsanpaladin55(15): ücretsiz tiyatro
2:12:35 | [CMD] tavsanpaladin55(15) => /l ücretsiz tiyatro
2:12:36 | [LOCAL]tavsanpaladin55(15): amk
2:12:36 | [CMD] tavsanpaladin55(15) => /l amk
2:12:37 | [CMD] SporOyuncu(8) => /spanelsifregir
2:12:42 | [CMD] SporOyuncu(8) => /spanelsifregir
2:12:47 | [LOCAL]Jodor(9): araca bin
2:12:47 | [CMD] Jodor(9) => /l araca bin
2:12:51 | [CMD] Jodor(9) => /vtamir
2:12:52 | [CMD] [cCc]HulkHulk[cCc](14) => /tamir
2:12:53 | [CMD] huso608(13) => /spec 8
2:12:59 | DarkFlow(12): :D
2:13:19 | Asi_Kaptan(16): Ýyi Oyunlar Dilerim
2:13:19 | Asi_Kaptan(16): Ýyi Oyunlar Dilerim
2:13:20 | [LOCAL]sezzer(7): bide ben gerçekçiyim diyo
2:13:20 | [CMD] sezzer(7) => /l bide ben gerçekçiyim diyo
2:13:22 | Asi_Kaptan(16): Ýyi Oyunlar Dilerim
2:13:23 | [cCc]HulkHulk[cCc](14): ryw
2:13:23 | Asi_Kaptan(16): Ýyi Oyunlar Dilerim
2:13:24 | Asi_Kaptan(16) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
2:13:25 | [cCc]HulkHulk[cCc](14): eyw
2:13:25 | [LOCAL]Jodor(9): bu nasýl geldi ya
2:13:25 | [CMD] Jodor(9) => /l bu nasýl geldi ya
2:13:28 | SporOyuncu SPanel'e giriþ yaptý.
2:13:29 | [LOCAL]sezzer(7): bana de ki chatte yazdýn o yüzden uyardým
