0:0:1 | Axefi(21): :D
14:29:55 | huseyin(16): sýkýntý yok 
14:29:57 | [SWAT]DeaD[POH](9): Tamam be
14:30:7 | [CMD] beratyasin(6) => /asiriyuk
14:30:9 | [SWAT]DeaD[POH](9): huseyin abi
14:30:10 | [CMD] Hic(7) => /adminol
14:30:10 | [CMD] huseyin(16) => /evisil 260
14:30:11 | [CMD] beratyasin(6) => /asiriyuk
14:30:11 | BasillPrice(11) oyuna girdi [IP: 31.223.29.3]
14:30:11 | Hic(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:30:15 | [CMD] huseyin(16) => /evisil 263 
14:30:15 | Chilgin[byhack](17): by
14:30:15 | [SWAT]DeaD[POH](9): hatirliyormusun
14:30:23 | huseyin(16): kimi
14:30:24 | 
14:30:26 | [CMD] H.R.N.(13) => /goto 16
14:30:27 | [CMD] Axefi(10) => /pm 12 geliyorum
14:30:29 | [CMD] huseyin(16) => /bangor berat7345
14:30:31 | [CMD] H.R.N.(13) => /cevir
14:30:32 | [CMD] Axefi(10) => /convoy
14:30:33 | [SWAT]DeaD[POH](9): ben baska hesabla gelmistim geziyoduk 
14:30:34 | Kraply(15): ya
14:30:36 | [CMD] huseyin(16) => /r az daha banlýyordum 
14:30:38 | Kraply(15): hiçmi boþ kumarhane olmaz ya
14:30:39 | [CMD] DarkFlow(12) => /pm 10 /convoy yaaz katýl 
14:30:40 | [SWAT]DeaD[POH](9): sana banim acilacakmi soyliyodum abi
14:30:41 | [CMD] huseyin(16) => /r kim bu mq dedim týrcý 
14:30:44 | [CMD] H.R.N.(13) => /r .d
14:30:45 | [SWAT]DeaD[POH](9): sende acilacak dead demistin
14:30:49 | [CMD] Axefi(10) => /pm 12 katýldým
14:30:52 | Yamuk(8): ahmut ilk banýn sögle açtýrdý : özür dilerim sorguladým için lütfen banýmý açýn birdaha bögle birþey yapmýcam
14:30:53 | [SWAT]DeaD[POH](9): simdi acildi tesekkur ediyom
14:30:54 | huseyin(16): hmm hatýrlamýyom 
14:30:55 | {FFCC00}BasillPrice(11) {FFFFFF}Kamyoncu olarak spawn oldu.
14:30:56 | [CMD] huseyin(16) => /dtemizle 
14:30:56 | [CMD] huseyin(16) => /asay2 s  
14:30:57 | [CMD] DarkFlow(12) => /c /c den yaz 
14:31:3 | [SWAT]DeaD[POH](9): hatirliyon
14:31:8 | [CMD] Axefi(10) => /c okey
14:31:8 | huseyin(16): hatýrlamýyom 
14:31:9 | [CMD] Chilgin[byhack](17) => /atamir
14:31:16 | [SWAT]DeaD[POH](9): senin hafizan yokmu huseyin
14:31:19 | huseyin(16): dead
14:31:20 | [CMD] H.R.N.(13) => /karakol
14:31:22 | [SWAT]DeaD[POH](9): hic bi siy hatirlamiyon
14:31:23 | huseyin(16): sýnýrlarý fazla zorlama
14:31:24 | [CMD] H.R.N.(13) => /cezaode
14:31:24 | [SWAT]DeaD[POH](9): efm abi
14:31:26 | Kraply(15): ded ban yicen sakin :
14:31:27 | [CMD] H.R.N.(13) => /meslek
14:31:28 | Kraply(15): :d
14:31:29 | {FFCC00}H.R.N.(13) {FFFFFF}Cevik Kuvvet olarak spawn oldu.
14:31:32 | huseyin(16): sonra forumda konu açýcak yer ararsýn
14:31:32 | Axefi(10): :D
14:31:33 | [SWAT]DeaD[POH](9): Tamam ne yaptimki
14:31:38 | [CMD] [SWAT]DeaD[POH](9) => /work
14:31:55 | [CMD] huseyin(16) => /kemer
14:32:0 | [SWAT]DeaD[POH](9): :(
14:32:1 | [OTOBUSCU] Chilgin[byhack], Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 565 Saniye
14:32:5 | [CMD] [SWAT]DeaD[POH](9) => /asiriyuk
14:32:8 | Kraply(15): dead
14:32:8 | [CMD] BasillPrice(11) => /kuralllar
14:32:10 | Kraply(15): knk
14:32:10 | [CMD] BasillPrice(11) => /kurallar
14:32:11 | [SWAT]DeaD[POH](9): efm
14:32:13 | [CMD] DarkFlow(12) => /convoy
14:32:13 | [CMD] Chilgin[byhack](17) => /basarimlar
14:32:15 | Kraply(15): kumarhane sana günlük ne kadar veriyo
14:32:25 | [CMD] Chilgin[byhack](17) => /stats
14:32:26 | [SWAT]DeaD[POH](9): 5 level gune 1 m kadar veriyor
14:32:31 | Kraply(15): oha
14:32:33 | [CMD] Chilgin[byhack](17) => /work
14:32:39 | Kraply(15): 1 level kac veriyo
14:32:40 | [CMD] huseyin(16) => /asay2 ~g~~h~~h~h.r.n. bey napiyorsunuz?
14:32:45 | [SWAT]DeaD[POH](9): 1 level 250 k falan
14:32:52 | Kraply(15): o da fena deðil
14:32:52 | huseyin(16): 1 level 250k mý 
14:32:57 | nik0tin(7) oyuna girdi [IP: 78.160.190.48]
14:32:58 | [SWAT]DeaD[POH](9): oyledir
14:32:59 | DarkFlow(12): :D
14:33:2 | huseyin(16): saat baþýmý 
14:33:4 | [CMD] Kraply(15) => /tamir
14:33:5 | [CMD] BasillPrice(11) => /kemer
14:33:6 | [SWAT]DeaD[POH](9): yok
14:33:7 | [SWAT]DeaD[POH](9): gune
14:33:9 | huseyin(16): Hmm 
14:33:10 | 
14:33:16 | nik0tin(7) Mafya olarak spawn oldu.
14:33:20 | [CMD] nik0tin(7) => /admgiris 
14:33:20 | Kraply(15): huseyin abi joker þirketinin içine girdm :d
14:33:21 | Kraply(15): atmýyo
14:33:25 | huseyin(16): nice
14:33:25 | [CMD] nik0tin(7) => /sa 
14:33:27 | Kraply(15): xd
14:33:27 | TR_Berk_TR(14) oyuna girdi [IP: 178.246.104.1]
14:33:28 | [CMD] huseyin(16) => /as
14:33:28 | [CMD] Kraply(15) => /as
14:33:28 | [CMD] beratyasin(6) => /as
14:33:28 | [CMD] DarkFlow(12) => /as
14:33:31 | [CMD] Chilgin[byhack](17) => /as
14:33:34 | nik0tin(7):  
14:33:35 | huseyin(16): beratyasin 
14:33:35 | [CMD] Axefi(10) => /as
14:33:37 | 
14:33:38 | beratyasin(6): evet
14:33:39 | huseyin(16): Naber
14:33:40 | [CMD] Axefi(10) => /c az kaldý
14:33:43 | beratyasin(6): iidr
14:33:51 | huseyin(16): seninle ilk rehber olduðumuz günü hatýrlýyor musun
14:33:51 | {FFCC00}TR_Berk_TR(14) {FFFFFF}Kamyoncu olarak spawn oldu.
14:33:54 | salih338(18) oyuna girdi [IP: 88.254.68.130]
14:33:54 | {FFCC00}beratyasin(6) {FFFFFF}Kamyoncu olarak spawn oldu.
14:33:55 | beratyasin(6): hayýr.
14:33:56 | [CMD] BasillPrice(11) => /work
14:33:59 | huseyin(16): :D
14:34:0 | [SWAT]DeaD[POH](9): :D
14:34:3 | [CMD] DarkFlow(12) => /c 2 görev yapýp çýkýcam 
14:34:5 | Kraply(15): maga be
14:34:5 | [SWAT]DeaD[POH](9): QWE:asdasd
14:34:6 | 
14:34:8 | [CMD] beratyasin(6) => /araba
14:34:8 | [CMD] DarkFlow(12) => /work
14:34:8 | [CMD] nik0tin(7) => /a hain arkdaþ :D 
14:34:10 | [CMD] Axefi(10) => /c okey
14:34:11 | [CMD] huseyin(16) => /a :D
14:34:11 | [SWAT]DeaD[POH](9): oda senin gibi galiba
14:34:16 | Zeki_Sonmez(19) oyuna girdi [IP: 78.164.0.120]
14:34:19 | [CMD] DarkFlow(12) => /asiriyuk
14:34:20 | [CMD] DarkFlow(12) => /asiriyuk
14:34:21 | [SWAT]DeaD[POH](9): :/
14:34:25 | [CMD] H.R.N.(13) => /stats
14:34:26 | salih338(18) Yol Iscisi olarak spawn oldu.
14:34:28 | [CMD] DarkFlow(12) => /c yolu ögrendin demi
14:34:29 | 
14:34:30 | [CMD] Chilgin[byhack](17) => /god
14:34:32 | Yamuk(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:34:32 | {FFCC00}Zeki_Sonmez(19) {FFFFFF}Kamyoncu olarak spawn oldu.
14:34:36 | [CMD] huseyin(16) => /uyeal 6
14:34:36 | [CMD] Axefi(10) => /c evet
14:34:39 | [CMD] H.R.N.(13) => /r wc gittim
14:34:40 | [CMD] DarkFlow(12) => /c tmm
14:34:45 | [CMD] BasillPrice(11) => /bok berat
14:34:59 | [CMD] Chilgin[byhack](17) => /r cukura düþem de :D
14:35:3 | [CMD] huseyin(16) => /work
14:35:5 | [CMD] H.R.N.(13) => /rescue
14:35:6 | [CMD] huseyin(16) => /goreviptal
14:35:7 | [CMD] huseyin(16) => /work
14:35:9 | [CMD] Chilgin[byhack](17) => /atamir
14:35:10 | [CMD] [SWAT]DeaD[POH](9) => /sirket
14:35:10 | Kraply(15): yha
14:35:11 | [CMD] huseyin(16) => /goreviptal
14:35:12 | [CMD] huseyin(16) => /work
14:35:14 | [CMD] H.R.N.(13) => /araba
14:35:15 | [CMD] salih338(18) => /work
14:35:15 | Kraply(15): ben sürücü kursuna girmsm
14:35:23 | Kraply(15): jokerin þirkete girm sanýyom
14:35:31 | [CMD] huseyin(16) => /work
14:35:33 | [SWAT]DeaD[POH](9): joker lv de
14:35:34 | [SirketCHT] beratyasin(6): ! selam
14:35:40 | Kraply(15): evt
14:35:41 | [SirketCHT] huseyin(16): ! As
14:35:48 | [SirketCHT] H.R.N.(13): ! as
14:35:53 | [CMD] huseyin(16) => /a pizzada iyi skor kasýlýr
14:35:54 | [CMD] huseyin(16) => /work
14:35:54 | salih338(18): neden mafya yükseldi
14:35:57 | [CMD] Chilgin[byhack](17) => /a :D
14:35:59 | salih338(18): skoru
14:36:0 | [CMD] Chilgin[byhack](17) => /a cok kýsa :d
14:36:5 | [CMD] huseyin(16) => /goreviptal
14:36:6 | [CMD] huseyin(16) => /work
14:36:7 | [SWAT]DeaD[POH](9): Oyle gerekti galiba
14:36:7 | Zeki_Sonmez(19) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:36:7 | [OTOBUSCU] Chilgin[byhack], San Fierro Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 724 Saniye
14:36:9 | [CMD] huseyin(16) => /work 
14:36:17 | [CMD] Chilgin[byhack](17) => /work
14:36:19 | Kraply(15): huseyin abi pizzacýyý 100skor felan yapýn
14:36:21 | H.R.N.(13): meslek amacý dýsýnda kullanýldý çok
14:36:24 | Kraply(15): oyuna yeni baslayanlar
14:36:26 | Kraply(15): zorlanýr
14:36:27 | huseyin(16): skoru iyi 
14:36:34 | huseyin(16): emek sunucusu burasý 
14:36:39 | huseyin(16): emeði ile kasýcak 
14:36:42 | Kraply(15): keske hýrsýz mesleði felanda gelse
14:36:47 | Kraply(15): daha zevkli olrdu
14:36:49 | huseyin(16): hýrsýz mesleði saçma
14:36:54 | [SWAT]DeaD[POH](9): +
14:37:1 | Kraply(15): evt ama yinede 1 meslek türü daha çýkardý
14:37:1 | [CMD] nik0tin(7) => /araba 
14:37:7 | huseyin(16): meslek mi hýrsýzlýk 
14:37:7 | Kraply(15): mafyalar hýrsýzlarý öldürmeye çalýþýr felan
14:37:9 | Zeki_Sonmez(8) oyuna girdi [IP: 78.164.0.120]
14:37:10 | huseyin(16): ne zamandan beri 
14:37:12 | Kraply(15): :d
14:37:13 | Axefi(10): :DD
14:37:15 | [CMD] BasillPrice(11) => /mal mal konuþmayýn
14:37:19 | [CMD] Chilgin[byhack](17) => /asay VIP-SIRKET-GISE Vb.Ürünlerden Satýn Almak Ýsteyenler Forumdan Alabilirsiniz www.trucksamp.com 
14:37:19 | Kraply(15): iþsizlikde meslek deðil ama 
14:37:20 | [CMD] Chilgin[byhack](17) => /cantazele
14:37:23 | 
14:37:24 | Kraply(15): çoðu kiþi iþsiz
14:37:25 | BasillPrice(11): mal mýsýnýz
14:37:27 | {FFCC00}Zeki_Sonmez(8) {FFFFFF}Kamyoncu olarak spawn oldu.
14:37:27 | [CMD] H.R.N.(13) => /araba
14:37:31 | [CMD] BasillPrice(11) => /djler
14:37:31 | [CMD] huseyin(16) => /uyar 11 uslup 
14:37:35 | [CMD] huseyin(16) => /dtemizle 
14:37:35 | [CMD] huseyin(16) => /asay2 s  
14:37:37 | [CMD] huseyin(16) => /aka 11
14:37:52 | [CMD] huseyin(16) => /a ufuk pizza býraktým evine
14:37:57 | [CMD] Chilgin[byhack](17) => /a býrak :D
14:37:58 | [CMD] huseyin(16) => /work 
14:38:2 | [CMD] Chilgin[byhack](17) => /a acýkmýþtým :D
14:38:5 | [CMD] huseyin(16) => /a :d
14:38:13 | [SWAT]DeaD[POH](9): huseyin
14:38:15 | [CMD] H.R.N.(13) => /rescue
14:38:16 | huseyin(16): ?
14:38:20 | [SWAT]DeaD[POH](9): benim banim acildi ya
14:38:20 | [CMD] Chilgin[byhack](17) => /a 3 ecu bulduk hüseyin D:
14:38:21 | [CMD] H.R.N.(13) => /araba
14:38:22 | huseyin(16): ee
14:38:28 | [CMD] huseyin(16) => /a nayýýss
14:38:31 | [SWAT]DeaD[POH](9): simdi obur multi accountlar silindimi
14:38:35 | huseyin(16): +
14:38:42 | [CMD] Chilgin[byhack](17) => /a evo tp le di beni eve :D
14:38:43 | [SWAT]DeaD[POH](9): Eyw
14:38:48 | [SirketCHT] beratyasin(6): ! Tabi Tabi .dd
14:38:52 | [CMD] Zeki_Sonmez(8) => /motor
14:38:54 | [SirketCHT] huseyin(16): ! Tabi Tabi Tabi
14:38:57 | [CMD] BasillPrice(11) => /GOREVÝPTAL
14:38:58 | Kraply(15): huseyn abi discord sunucusu hala duruomu
14:38:58 | [SirketCHT] huseyin(16): ! Evet Evet
14:39:0 | Kraply(15): aktifmi yani
14:39:4 | huseyin(16): bilmiyom Ts var 
14:39:4 | Chilgin[byhack](17): yok ts deyiz
14:39:8 | [CMD] BasillPrice(11) => /goreviptal
14:39:10 | Kraply(15): indrm
14:39:11 | huseyin(16): ts3.trucksamp.com
14:39:14 | [CMD] Chilgin[byhack](17) => /atamir
14:39:18 | [CMD] BasillPrice(11) => /rescue
14:39:31 | [CMD] huseyin(16) => /sirket
14:39:37 | H.R.N.(13): salih yolu gösteremmi
14:39:48 | salih338(18): bence terorist ve asker olsaydý  efsane olurdu [bence]
14:39:56 | Kraply(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:39:57 | [SWAT]DeaD[POH](9): -
14:40:1 | huseyin(16): burasý dm sunucusu deðil 
14:40:5 | huseyin(16): DM yassah burada
14:40:11 | salih338(18): tmm
14:40:16 | [OTOBUSCU] Chilgin[byhack], Los Santos Otogar'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 897 Saniye
14:40:19 | [CMD] Chilgin[byhack](17) => /god
14:40:22 | [CMD] Chilgin[byhack](17) => /god
14:40:24 | [CMD] huseyin(16) => /asay2 ~g~~h~~h~harun bey
14:40:27 | [CMD] Chilgin[byhack](17) => /work
14:40:30 | [CMD] huseyin(16) => /asay2 ~g~~h~~h~yasssaahh
14:40:30 | [CMD] nik0tin(7) => /a hydra askeri heli süren meslek gelse 
14:40:32 | [SWAT]DeaD[POH](9): emlakci ola bilir
14:40:33 | BasillPrice(11) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:40:34 | [CMD] huseyin(16) => /a :D
14:40:35 | [SWAT]DeaD[POH](9): galiba
14:40:36 | [CMD] nik0tin(7) => /a güzel olur 
14:40:39 | [CMD] huseyin(16) => /a kötü yönde kullanýrlar
14:40:42 | [CMD] Chilgin[byhack](17) => /a hee milleti vursunlar :d
14:40:44 | [CMD] H.R.N.(13) => /duyuru yassah
14:40:46 | salih338(18): düþünülür
14:40:51 | [SWAT]DeaD[POH](9): ne yassah
14:40:51 | [CMD] nik0tin(7) => /a banlancak ama
14:40:56 | [CMD] nik0tin(7) => /a aðýr olcak baný 
14:40:58 | [CMD] huseyin(16) => /a onuylamý uðraþak
14:41:1 | [CMD] Zeki_Sonmez(8) => /sorusor skor satýn alabilirmiyim
14:41:6 | [CMD] H.R.N.(13) => /sorular
14:41:13 | Axefi(10): yaü
14:41:15 | [CMD] H.R.N.(13) => /sorukabul 8
14:41:18 | [CMD] huseyin(16) => /work
14:41:19 | Axefi(10): dorseler niye yok oluyo
14:41:20 | BasillPrice(11) oyuna girdi [IP: 31.223.29.3]
14:41:21 | Axefi(10): çýkýnca
14:41:21 | [CMD] huseyin(16) => /goreviptal
14:41:22 | [CMD] H.R.N.(13) => /ypm eve alablirsin
14:41:22 | [CMD] huseyin(16) => /work
14:41:27 | Axefi(10): takasýya kadar yok oluyo ya
14:41:31 | nik0tin(7): otomatik spawn olur 
14:41:32 | [CMD] DarkFlow(12) => /c çýkarsa gider  takmazsan 
14:41:33 | [SWAT]DeaD[POH](9): esc basinca yok oluyp
14:41:34 | [CMD] Zeki_Sonmez(8) => /ypm nasýl
14:41:34 | 
14:41:38 | [CMD] huseyin(16) => /dtemizle 
14:41:38 | [CMD] huseyin(16) => /asay2 s  
14:41:43 | [CMD] H.R.N.(13) => /ypm www.trucksamp.com/forumda market bölümünden fiyatlara bak
14:41:43 | nik0tin(7): esc basýp afk kalýrsanda gider 
14:41:47 | {FFCC00}BasillPrice(11) {FFFFFF}Kamyoncu olarak spawn oldu.
14:41:48 | [SWAT]DeaD[POH](9): +
14:41:55 | [CMD] Zeki_Sonmez(8) => /ypm eyw
14:41:55 | [CMD] BasillPrice(11) => /rescue
14:41:56 | [KAMYONCU] beratyasin, Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 534 Saniye
14:41:56 | Axefi(10): daha 10 sn geçmeden yokoldu :D
14:41:57 | [CMD] H.R.N.(13) => /ypm daha sonra trucksamp facebook sayfasýyla görüþ
14:41:58 | Chilgin[byhack](17):  /afk boþuna konulmadý :D
14:42:3 | TR_Berk_TR(14) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:42:4 | [CMD] beratyasin(6) => /araba
14:42:5 | [SWAT]DeaD[POH](9): :d
14:42:7 | [CMD] Zeki_Sonmez(8) => /kemer
14:42:11 | [CMD] DarkFlow(12) => /c harbourdan katýlýrýsn 
14:42:17 | [CMD] H.R.N.(13) => /ypm baþka sorun varmý?
14:42:18 | [CMD] huseyin(16) => /geldim
14:42:21 | [CMD] BasillPrice(11) => /kemer
14:42:22 | [CMD] nik0tin(7) => /asay Vip-Skor-Para-Þirket Vb Ürünler Almak Ýstiyorsanýz www.trucksamp.com ' dan Alab$ilirsiniz    
14:42:25 | [CMD] BasillPrice(11) => /convoy
14:42:26 | [CMD] Axefi(10) => /c süre geçti :D
14:42:26 | [CMD] beratyasin(6) => /araba
14:42:30 | [CMD] [SWAT]DeaD[POH](9) => /tamir
14:42:31 | [CMD] huseyin(16) => /asay VIP-SIRKET-DONATOR-GISE-Vb.Ürünlerimizden Satýn Almak Ýsterseniz.Facebook: Truck Samp Sayfasýna Mesaj Atabilirsiniz. 
14:42:34 | [CMD] Axefi(10) => /pm 12 süre geçti :D
14:42:38 | [CMD] beratyasin(6) => /tamir
14:42:39 | [CMD] Axefi(10) => /rescue
14:42:40 | iYasinBey(14) oyuna girdi [IP: 88.253.173.94]
14:42:41 | [CMD] beratyasin(6) => /work
14:42:45 | [CMD] DarkFlow(12) => /pm 10 harbourdan katýlýrýsýn
14:42:49 | [CMD] H.R.N.(13) => /ypm iyi oyunlar
14:42:50 | 
14:42:51 | [CMD] H.R.N.(13) => /ybitir
14:42:55 | {FFCC00}iYasinBey(14) {FFFFFF}Kamyoncu olarak spawn oldu.
14:42:56 | [CMD] beratyasin(6) => /meslek
14:43:1 | [CMD] iYasinBey(14) => /admgiris
14:43:4 | [CMD] iYasinBey(14) => /sa
14:43:6 | [CMD] beratyasin(6) => /as
14:43:7 | [CMD] Chilgin[byhack](17) => /as
14:43:7 | [CMD] huseyin(16) => /as
14:43:7 | [SWAT]DeaD[POH](9): Aleykum Selam Hg yasin
14:43:8 | H.R.N.(13): iþte ben gier oldun Angara galsýnsizlere
14:43:11 | [CMD] nik0tin(7) => /as 
14:43:11 | iYasinBey(14): s
14:43:14 | [CMD] huseyin(16) => /fsetlevel 13 7
14:43:14 | iYasinBey(14): hoþbuldum
14:43:15 | [CMD] nik0tin(7) => /sac 
14:43:18 | iYasinBey(14): :D
14:43:20 | iYasinBey(14): fake
14:43:21 | [CMD] Axefi(10) => /convoy
14:43:22 | [CMD] iYasinBey(14) => /admins
14:43:23 | Chilgin[byhack](17): fyk galba :D
14:43:23 | H.R.N.(13): ay ay ay
14:43:29 | [CMD] Zeki_Sonmez(8) => /sorusor oyunda sinyal verebilirmiyim
14:43:32 | [CMD] H.R.N.(13) => /sorular
14:43:33 | salih338(18): þirketteki arabalarý alabiliyormuyuz 
14:43:36 | Chilgin[byhack](17): evt
14:43:40 | [CMD] nik0tin(7) => /a /fu 
14:43:41 | salih338(18): tmm
14:43:41 | [CMD] H.R.N.(13) => /sorukabul 8
14:43:44 | [CMD] huseyin(16) => /a :D fuck 
14:43:45 | [SWAT]DeaD[POH](9): huseyin bey
14:43:47 | {FFCC00}Zeki_Sonmez(8) {FFFFFF}Kamyoncu olarak spawn oldu.
14:43:47 | huseyin(16): Evet
14:43:50 | [SWAT]DeaD[POH](9): haftaya bzk gecmek istiyourm
14:43:54 | [CMD] iYasinBey(14) => /a beratyasin kim
14:43:54 | huseyin(16): yoh 
14:43:56 | H.R.N.(13):  zeki q ve e tuþlarý ile sinyal vereblirsin
14:43:57 | [CMD] nik0tin(7) => /a o kaçta acaba 
14:43:58 | [CMD] huseyin(16) => /a Eskilerden 
14:44:0 | Hic(15) oyuna girdi [IP: 88.253.177.101]
14:44:0 | [SWAT]DeaD[POH](9): ?
14:44:1 | [CMD] beratyasin(6) => /tamir
14:44:1 | [CMD] nik0tin(7) => /fu
14:44:2 | Zeki_Sonmez(8): eyw
14:44:3 | [CMD] huseyin(16) => /a a7 de fu 
14:44:8 | iYasinBey(14): swat
14:44:8 | huseyin(16): yoh dead 
14:44:11 | 
14:44:12 | [SWAT]DeaD[POH](9): Tm
14:44:14 | [CMD] Zeki_Sonmez(8) => /soruiptal
14:44:14 | [SWAT]DeaD[POH](9): efm 
14:44:16 | {FFCC00}Hic(15) {FFFFFF}Kamyoncu olarak spawn oldu.
14:44:16 | [OTOBUSCU] Chilgin[byhack], San Fierro Otogar'den Los Santos Otogar'e Yolcu tasidi. Kazanc: 15724$ ve 3 Skor Sure: 1067 Saniye
14:44:17 | [CMD] nik0tin(7) => /a oyunun içine ediyo bi anda :D 
14:44:19 | iYasinBey(14): bizden gitmek mi isiyorsun
14:44:20 | [CMD] Hic(15) => /sac
14:44:21 | [CMD] huseyin(16) => /a :d
14:44:22 | [CMD] Chilgin[byhack](17) => /work
14:44:23 | [SWAT]DeaD[POH](9): yoo
14:44:25 | [CMD] Hic(15) => /sa
14:44:28 | iYasinBey(14): hm
14:44:28 | [CMD] beratyasin(6) => /a
14:44:29 | [CMD] iYasinBey(14) => /as
14:44:29 | [CMD] beratyasin(6) => /as
14:44:30 | [CMD] huseyin(16) => /a /hava saat ile düzeliyor ama
14:44:30 | [CMD] Chilgin[byhack](17) => /as
14:44:33 | [SirketCHT] H.R.N.(13): ! inþallah bigün oraya gelicez huseyinn
14:44:35 | [SWAT]DeaD[POH](9): kendim huseyine soledim
14:44:37 | [SirketCHT] huseyin(16): ! :D
14:44:37 | [CMD] DarkFlow(12) => /as
14:44:39 | [CMD] nik0tin(7) => /a /fu /slap :D 
14:44:41 | [SirketCHT] beratyasin(6): ! hrn nerdesn
14:44:43 | [SWAT]DeaD[POH](9): kabul ederse neden olmasin
14:44:45 | [CMD] BasillPrice(11) => /kemer
14:44:47 | [SirketCHT] H.R.N.(13): ! noldu
14:44:51 | [SWAT]DeaD[POH](9): ortak sirket zaten
14:44:51 | [CMD] Axefi(10) => /rescue
14:44:54 | [CMD] H.R.N.(13) => /rescue
14:44:54 | iYasinBey(14): evet
14:44:55 | [CMD] Hic(15) => /sirket
14:44:55 | [SirketCHT] beratyasin(6): ! ceza 
14:44:57 | huseyin(16): ortak olabilir 
14:44:58 | [CMD] Axefi(10) => /meslek
14:44:58 | [SirketCHT] H.R.N.(13): ! geliyom
14:44:59 | huseyin(16): ama yoh 
14:45:2 | [CMD] H.R.N.(13) => /araba
14:45:3 | {FFCC00}Axefi(10) Otobus Soforu olarak spawn oldu.
14:45:5 | [SWAT]DeaD[POH](9): tamam anladik yoh
14:45:6 | [CMD] Hic(15) => /sirket
14:45:6 | [CMD] beratyasin(6) => /tamir
14:45:8 | [CMD] salih338(18) => /meslek
14:45:9 | iYasinBey(14): ama psn nin gücü daha az paraya ihtiyacýmýz var
14:45:11 | [CMD] huseyin(16) => /asay2 yoh
14:45:13 | {FFCC00}salih338(18) Otobus Soforu olarak spawn oldu.
14:45:16 | [CMD] iYasinBey(14) => /sirke
14:45:17 | [KAMYONCU] [SWAT]DeaD[POH], Longway Docks'den Harbour Island Warehouse'e Silah tasidi. Kazanc: 281352$, 1 Skor ve 5 EXP Sure: 600 Saniye
14:45:18 | [CMD] iYasinBey(14) => /sirket
14:45:20 | [CMD] huseyin(16) => /asay2 tab2
14:45:22 | [SWAT]DeaD[POH](9): Ben cikarmiyim hic
14:45:27 | [SWAT]DeaD[POH](9): BZK kalmadim
14:45:29 | [SWAT]DeaD[POH](9): :D
14:45:32 | [CMD] iYasinBey(14) => /a yuh amk dün 100m yapmýþlar kasayý :ASD:SA
14:45:33 | [SWAT]DeaD[POH](9): :(
14:45:34 | [CMD] H.R.N.(13) => /r huseyin þimdi admin alýmý olsa baþvurma hakkým varmý
14:45:36 | [CMD] H.R.N.(13) => /tamir
14:45:37 | [CMD] [SWAT]DeaD[POH](9) => /sirket
14:45:37 | [CMD] nik0tin(7) => /a nasýl gücü az 111m var dedi 
14:45:45 | [CMD] salih338(18) => /rescue
14:45:46 | [CMD] huseyin(16) => /asay2 ~g~~h~~h~bir odunu 1000 kisi ister 1 kisi alir 
14:45:47 | [CMD] Hic(15) => /rescud
14:45:47 | [HB]MENGI(19) oyuna girdi [IP: 94.122.131.21]
14:45:48 | [CMD] huseyin(16) => /asay2 ~g~~h~~h~bir odunu 1000 kisi ister 1 kisi alir
14:45:49 | [CMD] [SWAT]DeaD[POH](9) => /meslek
14:45:50 | {FFCC00}Axefi(10) Otobus Soforu olarak spawn oldu.
14:45:50 | [CMD] huseyin(16) => /a :D 
14:45:50 | [CMD] Hic(15) => /convoy
14:45:53 | [CMD] Zeki_Sonmez(8) => /kemer
14:45:55 | [CMD] iYasinBey(14) => /r var
14:45:55 | [SWAT]DeaD[POH](9) Pizzaci olarak spawn oldu.
14:45:58 | [CMD] Zeki_Sonmez(8) => /work
14:45:59 | 
14:45:59 | [CMD] Hic(15) => /adminol
14:46:1 | Hic(15) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
14:46:2 | [CMD] Chilgin[byhack](17) => /r evt var
14:46:2 | {FFCC00}[HB]MENGI(19) {FFFFFF}Kamyoncu olarak spawn oldu.
14:46:4 | iYasinBey(14): bb
14:46:5 | [CMD] H.R.N.(13) => /r r2 yim ya ondan dedim
14:46:5 | [CMD] [SWAT]DeaD[POH](9) => /rescue
14:46:9 | [CMD] Chilgin[byhack](17) => /r evt var
14:46:11 | [CMD] [HB]MENGI(19) => /MESLEK
14:46:22 | [CMD] [SWAT]DeaD[POH](9) => /work
14:46:27 | DarkFlow(12): arac res
14:46:29 | [CMD] huseyin(16) => /asay Arac Res Geliyor!  
14:46:30 | [CMD] huseyin(16) => /asay Arac Res Geliyor!  
14:46:30 | [CMD] nik0tin(7) => /asay Araç Res Geliyor ...    
14:46:30 | [CMD] Chilgin[byhack](17) => /asay Araç Res Geliyor !!! 
