0:0:1 | [CMD] Madness(31) => /tamir
9:53:7 | Jey.Bekir(7): urfa
9:53:15 | [CMD] BahaBEY(6) => /tamir
9:53:18 | [A.s.i]KraL(8): he severim onlari :d
9:53:22 | Jey.Bekir(7): sen nere
9:53:46 | [A.s.i]KraL(8): türk degilim
9:53:49 | Jey.Bekir(7): urfa varmý burda
9:53:58 | [A.s.i]KraL(8): göremedim
9:54:3 | BahaBEY(6): Türkçe konuþuyorsan TÜRK'sündür.
9:54:7 | Jey.Bekir(7): nasýl türk deilsin
9:54:29 | [A.s.i]KraL(8): vallah la ama 6yildir burda oldfum için örendim 
9:54:42 | Jey.Bekir(7): sag sol ?
9:55:20 | [A.s.i]KraL(8): sinyar ne oldunu bilmiyon mu
9:55:25 | Jey.Bekir(7): wallah deme :D
9:55:28 | [A.s.i]KraL(8): :d
9:55:30 | Jey.Bekir(7): türksn
9:55:42 | [A.s.i]KraL(8): yemin ederim kuran çarpsin degilim
9:55:44 | [CMD] Jey.Bekir(7) => /tamin
9:55:47 | [CMD] Jey.Bekir(7) => /tamir
9:55:53 | Jey.Bekir(7): müslümamsn
9:55:53 | BahaBEY(6): Türkçe konuþuyorsan daima TÜRK'sündür.Nerde yaþýyorsan yaþa.
9:56:12 | Jey.Bekir(7): müslümanmsn ?
9:56:18 | [A.s.i]KraL(8): ama kardeþim ben türk degilim ama konuþmaya bilirim
9:56:24 | [A.s.i]KraL(8): evr
9:56:27 | [A.s.i]KraL(8): evt
9:56:39 | Jey.Bekir(7): liderden önce býrakma :D
9:56:42 | [CMD] [A.s.i]KraL(8) => /asiriyuk
9:56:44 | [A.s.i]KraL(8):  /asiriyuk
9:56:45 | [A.s.i]KraL(8): yaz
9:56:48 | [CMD] [A.s.i]KraL(8) => /asiriyuk
9:56:51 | [CMD] Jey.Bekir(7) => /asiriyuk
9:56:54 | [A.s.i]KraL(8): buraya gel al
9:57:14 | [CMD] Jey.Bekir(7) => /asiriyuk
9:57:18 | Jey.Bekir(7): yük al dio
9:57:21 | [CMD] Jey.Bekir(7) => /tamir
9:57:24 | Jey.Bekir(7): aldm aq
9:57:27 | [A.s.i]KraL(8): babda :D
9:57:38 | [A.s.i]KraL(8): bana vermedi pezevenk :D
9:57:40 | [CMD] Jey.Bekir(7) => /tamir
9:57:58 | [A.s.i]KraL(8): tanpon kýrýk yaw
9:57:59 | Jey.Bekir(7): km ne dese türksn
9:58:24 | Jey.Bekir(7): pezevenk türkler kullanyo
9:58:26 | [CMD] Jey.Bekir(7) => /tamir
9:58:29 | [A.s.i]KraL(8): ya ben türk degilim beyler yemin edeirm ya
9:58:33 | [A.s.i]KraL(8): iraklý iyim
9:58:35 | Jey.Bekir(7): tamam
9:58:47 | Jey.Bekir(7): ýrak türkü ?
9:59:3 | [A.s.i]KraL(8): :d
9:59:43 | [A.s.i]KraL(8): git git :d
9:59:46 | Jey.Bekir(7): ordanmý gidyon
9:59:47 | [A.s.i]KraL(8): orda yol var
9:59:52 | [A.s.i]KraL(8): evtr
9:59:57 | Jey.Bekir(7): bkele
10:0:4 | [A.s.i]KraL(8): giderken iyi
10:0:16 | [CMD] Jey.Bekir(7) => /tamir
10:0:27 | [A.s.i]KraL(8): antalyada yakýt alalim
10:0:33 | [A.s.i]KraL(8): hadi yaw
10:0:34 | Jey.Bekir(7): 66 benm
10:0:46 | [A.s.i]KraL(8): 79 benim o nesil oldý la
10:0:56 | [A.s.i]KraL(8): ayne yerden baþlamdik mý :D
10:0:56 | ibrahimkk(9) oyuna girdi [IP: 217.25.19.115]
10:1:0 | Jey.Bekir(7): he :D
10:1:7 | 
10:1:11 | {FFCC00}ibrahimkk(9) {FFFFFF}Kamyoncu olarak spawn oldu.
10:1:11 | Jey.Bekir(7): asi hýz sabitleyici varmý
10:1:13 | [CMD] ibrahimkk(9) => /sa
10:1:16 | Jey.Bekir(7): as
10:1:18 | [CMD] Jey.Bekir(7) => /as
10:1:18 | ibrahimkk(9): yok
10:1:23 | [A.s.i]KraL(8): yok
10:1:28 | [CMD] [A.s.i]KraL(8) => /as
10:2:29 | Jey.Bekir(7): jetcilikde 1 numara
10:2:39 | Jey.Bekir(7): yawaþla yazarken
10:2:41 | [A.s.i]KraL(8): kim
10:2:43 | Jey.Bekir(7): duruyo
10:2:46 | Jey.Bekir(7): sen
10:2:49 | Jey.Bekir(7): dur
10:2:50 | [A.s.i]KraL(8): :D
10:3:20 | [A.s.i]KraL(8): ben jetle 1numara mu :D
10:3:22 | Jey.Bekir(7): yakit
10:3:28 | [A.s.i]KraL(8): biti mý 
10:3:38 | ibrahimkk(9):  /tamir
10:3:43 | [A.s.i]KraL(8): biti mý 
10:3:50 | [CMD] Jey.Bekir(7) => /tamir
10:4:9 | Jey.Bekir(7): olum ben jetciyim ets 2 de
10:4:10 | Jey.Bekir(7): yürü
10:4:12 | [A.s.i]KraL(8): hemen bitiyosa snede mod açik
10:4:20 | [OTOBUSCU] BahaBEY, Tugis Otobus Duragi'den San Fierro Otogar'e Yolcu tasidi. Kazanc: 22523$ ve 3 Skor Sure: 708 Saniye
10:4:24 | Jey.Bekir(7): mod yok
10:4:30 | ibrahimkk(9): Baska oyun ismi vermeyiniz
10:4:35 | [CMD] BahaBEY(6) => /work
10:4:42 | [A.s.i]KraL(8): ayn ban yersinm
10:4:43 | Jey.Bekir(7): server
10:4:44 | [A.s.i]KraL(8): ayn ban yersin
10:4:46 | Jey.Bekir(7): deil
10:4:53 | ibrahimkk(9): baska oyun ismi o
10:4:58 | Jey.Bekir(7): + 40 tl kmse oynayamaz
10:5:5 | ibrahimkk(9): oynar
10:5:11 | ibrahimkk(9): bende oynuyom
10:5:17 | BahaBEY(6): Fiyatý çok diye bir oyun oynanamaz..Anlýyorum.
10:5:18 | Jey.Bekir(7): km 4 0 tl verir
10:5:27 | BahaBEY(6): 3 Tane PUBG alýp çekiliþ yapmýþ insaným.
10:5:30 | Jey.Bekir(7): türkler hep kaçaga gidiyo
10:5:39 | BahaBEY(6): Ýþte o TÜRK'ler biz deðiliz malesef.
10:5:43 | BahaBEY(6): ön yargýyla konuþmayalým.
10:5:48 | Jey.Bekir(7): kb.
10:5:50 | [CMD] BahaBEY(6) => /tamir
10:5:51 | ibrahimkk(9): ben AZERBAYCAN`LIYIM
10:5:52 | Jey.Bekir(7): bida oyun ismi vemrem
10:5:58 | Jey.Bekir(7): lann
10:6:1 | [CMD] Jey.Bekir(7) => /tamir
10:6:3 | Jey.Bekir(7): yawas yawas
10:6:6 | Jey.Bekir(7): gidiiyodum
10:6:8 | [CMD] ibrahimkk(9) => /adminol
10:6:9 | [CMD] ibrahimkk(9) => /adminol
10:6:14 | Jey.Bekir(7): bb
10:6:15 | [A.s.i]KraL(8): sen yaparsan bende böyle yaparim
10:6:19 | ibrahimkk(9): hadi bb 
10:6:20 | Jey.Bekir(7): :D
10:6:23 | [A.s.i]KraL(8): bb
10:6:26 | ibrahimkk(9): bir birinize kasitli carpmayin
10:6:27 | ibrahimkk(9) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:6:28 | [A.s.i]KraL(8): allah emanet
10:6:41 | Jey.Bekir(7): senden önce ben býrakcam
10:6:43 | Jey.Bekir(7): a.e.o
10:6:54 | [A.s.i]KraL(8): yolu biliyon mý
10:6:57 | Jey.Bekir(7): he
10:7:5 | [A.s.i]KraL(8): hadi bahalim :d
10:7:15 | Jey.Bekir(7): hay ebenii
10:7:17 | Jey.Bekir(7): ebenii
10:7:19 | [A.s.i]KraL(8): ne oldu :d
10:7:21 | Jey.Bekir(7): arkadan
10:7:23 | Jey.Bekir(7): öpcük yolla
10:7:26 | Jey.Bekir(7): :D
10:7:38 | [A.s.i]KraL(8): D:d..Wqt
10:7:42 | Jey.Bekir(7): sksjjsj D
10:7:49 | [A.s.i]KraL(8): nedil beceldin bunu merak ediyom
10:7:58 | Jey.Bekir(7): kontrolü kaybettim
10:7:58 | [A.s.i]KraL(8): in
10:8:1 | Jey.Bekir(7): nie
10:8:5 | Jey.Bekir(7): inem
10:8:8 | Jey.Bekir(7): is gider
10:8:9 | [A.s.i]KraL(8): dur gelim
10:8:22 | Jey.Bekir(7): yapcam 1 sn
10:8:35 | Jey.Bekir(7): hay ebene
10:8:44 | [CMD] Jey.Bekir(7) => /cevir
10:8:45 | [A.s.i]KraL(8): kasa koptu muý
10:8:57 | Jey.Bekir(7): durla hemen dorse alam
10:9:13 | Jey.Bekir(7): yolu kapamýss
10:9:45 | [CMD] Jey.Bekir(7) => /tamir
10:9:49 | [A.s.i]KraL(8): in 
10:9:52 | Jey.Bekir(7): ebeni gitti
10:9:56 | Jey.Bekir(7): 8 saniye
10:10:3 | Jey.Bekir(7): sen yap
10:10:9 | Jey.Bekir(7): bitti
10:10:19 | [A.s.i]KraL(8): boþvert :D bin
10:10:23 | [A.s.i]KraL(8): yanima
10:10:24 | [CMD] Jey.Bekir(7) => /tamir
10:10:31 | Jey.Bekir(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:10:45 | [A.s.i]KraL(8): hiç bi zamn unutma acele eden böyle olur
10:11:55 | [A.s.i]KraL(8): nerdesiþn la
10:12:43 | [A.s.i]KraL(8): çikmiþ mal d.
10:14:25 | Dan__Ton(7) oyuna girdi [IP: 217.107.125.16]
10:14:29 | [CMD] BahaBEY(6) => /goreviptal
10:14:31 | [CMD] BahaBEY(6) => /rescue
10:14:35 | [CMD] [A.s.i]KraL(8) => /sirket
10:14:40 | BahaBEY(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:15:0 | [CMD] [A.s.i]KraL(8) => /meslrek
10:15:1 | [CMD] [A.s.i]KraL(8) => /meslek
10:15:3 | {FFCC00}[A.s.i]KraL(8) {FFFFFF}Pilot olarak spawn oldu.
10:15:8 | {FFCC00}Dan__Ton(7) {FFFFFF}Kamyoncu olarak spawn oldu.
10:15:19 | {FFCC00}Dan__Ton(7) {FFFFFF}Kamyoncu olarak spawn oldu.
10:15:20 | Dan__Ton(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
10:15:31 | [CMD] [A.s.i]KraL(8) => /kemer
10:15:32 | [CMD] [A.s.i]KraL(8) => /work
10:17:14 | [CMD] [A.s.i]KraL(8) => /convoyiptal
10:17:28 | [CMD] [A.s.i]KraL(8) => /tamir
10:17:58 | [CMD] [A.s.i]KraL(8) => /goreviptal
10:18:1 | [CMD] [A.s.i]KraL(8) => /work
10:18:5 | BahaBEY(6) oyuna girdi [IP: 176.88.52.148]
10:18:25 | 
10:18:38 | BahaBEY(6) oyundan cIktI (Hata/Crash) (IP: 176.88.52.148)
10:19:20 | [CMD] [A.s.i]KraL(8) => /work
10:19:26 | [CMD] [A.s.i]KraL(8) => /work
10:19:50 | BahaBEY(6) oyuna girdi [IP: 176.88.52.148]
10:19:59 | 
10:20:1 | {FFCC00}BahaBEY(6) Otobus Soforu olarak spawn oldu.
10:20:16 | [CMD] BahaBEY(6) => /rescue
10:20:34 | [CMD] BahaBEY(6) => /work
10:21:0 | [CMD] [A.s.i]KraL(8) => /work
10:22:29 | [CMD] [A.s.i]KraL(8) => /work
10:23:56 | [CMD] BahaBEY(6) => /tamir
10:24:6 | [CMD] [A.s.i]KraL(8) => /work
10:25:40 | [CMD] [A.s.i]KraL(8) => /work
10:27:15 | [CMD] [A.s.i]KraL(8) => /work
10:29:8 | [CMD] [A.s.i]KraL(8) => /meslek
10:29:10 | {FFCC00}[A.s.i]KraL(8) {FFFFFF}Polis olarak spawn oldu.
10:31:6 | BahaBEY(6): hadi acelem var
10:32:7 | BahaBEY(6) oyundan cIktI (Hata/Crash) (IP: 176.88.52.148)
10:32:20 | [CMD] [A.s.i]KraL(8) => /meslek
10:32:34 | {FFCC00}[A.s.i]KraL(8) {FFFFFF}Pilot olarak spawn oldu.
10:32:45 | [CMD] [A.s.i]KraL(8) => /work
10:32:46 | [CMD] [A.s.i]KraL(8) => /work
10:32:51 | [CMD] [A.s.i]KraL(8) => /work
10:32:59 | [CMD] [A.s.i]KraL(8) => /goreviptal
10:33:1 | [CMD] [A.s.i]KraL(8) => /work
10:34:52 | [CMD] [A.s.i]KraL(8) => /work
10:36:50 | [CMD] [A.s.i]KraL(8) => /work
10:36:56 | [CMD] [A.s.i]KraL(8) => /work
10:37:0 | [CMD] [A.s.i]KraL(8) => /work
10:38:46 | [A.s.i]KraL(8) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
10:47:37 | Fublary3003(6) oyuna girdi [IP: 85.110.156.32]
10:47:51 | 
10:48:2 | 
10:48:43 | (BANKA) Fublary3003(6) 2173 nolu banka hesabina 156000$ yatirdi.
10:49:3 | [CMD] Fublary3003(6) => /work
10:49:10 | [CMD] Fublary3003(6) => /modifiye
10:53:17 | [CMD] Fublary3003(6) => //Araba
10:53:22 | [CMD] Fublary3003(6) => /araba
10:53:47 | Egor_333(7) oyuna girdi [IP: 37.212.199.20]
10:54:8 | 
10:54:18 | Egor_333(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
10:54:38 | [CMD] Fublary3003(6) => /kemer
10:55:44 | Egor_333(7) oyuna girdi [IP: 37.212.199.20]
10:55:57 | 
10:56:0 | {FFCC00}Egor_333(7) {FFFFFF}Kamyoncu olarak spawn oldu.
10:56:6 | Egor_333(7) oyundan cIktI (KIck/Ban) (IP: 255.255.255.255)
11:4:44 | [CMD] Fublary3003(6) => /work
11:4:54 | [CMD] Fublary3003(6) => /araba
11:5:7 | [CMD] Fublary3003(6) => /work
11:5:10 | [CMD] Fublary3003(6) => /kemer
11:5:20 | [CMD] Fublary3003(6) => /modifiye
11:6:1 | Emirbaba3373(7) oyuna girdi [IP: 212.252.118.201]
11:6:15 | 
11:6:24 | {FFCC00}Emirbaba3373(7) Otobus Soforu olarak spawn oldu.
11:6:31 | [CMD] Emirbaba3373(7) => /sa
11:6:35 | [CMD] Fublary3003(6) => /as
11:6:47 | Emirbaba3373(7): serverde 2 kiþi var tek
11:6:51 | [CMD] Emirbaba3373(7) => /sac
11:6:53 | Fublary3003(6): ayn :D
11:7:33 | [CMD] Emirbaba3373(7) => /kemer
11:7:48 | [CMD] Emirbaba3373(7) => /modifiye
11:8:11 | [CMD] Emirbaba3373(7) => /work
11:10:4 | testere151(8) oyuna girdi [IP: 88.230.163.11]
11:10:14 | 
11:10:17 | {FFCC00}testere151(8) {FFFFFF}Kamyoncu olarak spawn oldu.
11:10:20 | [CMD] testere151(8) => /admgiris
11:10:23 | [CMD] testere151(8) => /sa
11:10:25 | [CMD] Fublary3003(6) => /As
11:10:34 | [CMD] testere151(8) => /wanted 8 0
11:10:41 | [CMD] Fublary3003(6) => /araba
11:12:32 | Fublary3003(6): araç res
11:12:42 | testere151(8): araç res geliyor!!
11:12:43 | testere151(8): araç res geliyor!!
11:12:44 | Fublary3003(6): kargocu baþarýmý buglumu ?
11:12:49 | [CMD] testere151(8) => /respawncars
11:12:51 | testere151(8): hayýr
11:12:54 | Fublary3003(6): tm
11:12:56 | [CMD] Fublary3003(6) => /meslek
11:13:3 | [CMD] testere151(8) => /basarimlar
11:13:12 | [OTOBUSCU] Emirbaba3373, San Fierro Otogar'den Las Venturas Otogar'e Yolcu tasidi. Kazanc: 13238$ ve 3 Skor Sure: 206 Saniye
11:13:16 | {FFCC00}Fublary3003(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:13:25 | [CMD] Fublary3003(6) => /araba
11:13:27 | [CMD] testere151(8) => /car nrg . .
11:13:39 | [CMD] Fublary3003(6) => /meslek
11:13:42 | {FFCC00}Fublary3003(6) {FFFFFF}Polis olarak spawn oldu.
11:13:52 | [CMD] Fublary3003(6) => /meslek
11:13:55 | {FFCC00}Fublary3003(6) {FFFFFF}Kamyoncu olarak spawn oldu.
11:14:9 | [CMD] Fublary3003(6) => /rescue
11:14:46 | [CMD] Fublary3003(6) => /work
11:15:58 | [CMD] Fublary3003(6) => /work
11:16:0 | [CMD] testere151(8) => /araba
11:16:11 | [CMD] Fublary3003(6) => /modifiye
11:16:16 | [CMD] testere151(8) => /araba
11:16:22 | [CMD] testere151(8) => /araba
11:16:28 | [CMD] testere151(8) => /araba
11:16:35 | Emirbaba3373(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:17:19 | [CMD] testere151(8) => /araba
11:17:25 | [CMD] testere151(8) => /araba
11:18:8 | [CMD] testere151(8) => /araba
11:18:49 | [CMD] testere151(8) => /araba
11:19:13 | [CMD] testere151(8) => /cleanupcars
11:19:17 | [CMD] testere151(8) => /rescue
11:19:26 | [CMD] testere151(8) => /srespawncars
11:19:47 | [CMD] testere151(8) => /sirketdorse
11:19:55 | [CMD] testere151(8) => /work
11:21:11 | [CMD] Fublary3003(6) => /asiriyuk
11:22:12 | [CMD] Fublary3003(6) => /getdorse
11:22:17 | [CMD] Fublary3003(6) => /goreviptal
11:22:56 | [CMD] Fublary3003(6) => /getdorse
11:22:59 | Fublary3003(6): admin
11:23:2 | testere151(8): evet
11:23:2 | Fublary3003(6): testere
11:23:5 | testere151(8): efm
11:23:7 | Fublary3003(6): gelirmisin bi
11:23:11 | testere151(8): nerdesin
11:23:11 | Fublary3003(6): yav
11:23:14 | Fublary3003(6): týrýmdfa gitti
11:23:14 | testere151(8): noldu
11:23:18 | Fublary3003(6): longwaydayým
11:23:18 | testere151(8): haydaa
11:23:26 | Fublary3003(6): týrým dorse gitti
11:23:27 | testere151(8): nasýl gitti
11:23:31 | Fublary3003(6): bildiðin
11:23:37 | testere151(8): bug oldu :/
11:23:47 | Fublary3003(6): goreviptal etim bida baþlatmak için týr dorse verirmisin
11:23:55 | testere151(8): üzgünüm veremem
11:23:58 | Fublary3003(6): sebep
11:24:2 | Fublary3003(6): ?
11:24:2 | testere151(8): yasak
11:24:8 | Fublary3003(6): nasý yasak ya
11:24:18 | Fublary3003(6): sv de kimse yok zaten
11:24:24 | Fublary3003(6): bi yanýma ýþýnlan anlarsýn
11:24:31 | Fublary3003(6): dock tayým
11:24:46 | Fublary3003(6): vercenmi ?
11:24:49 | testere151(8):  hyr
11:24:54 | [CMD] Fublary3003(6) => /meslek
11:24:58 | [CMD] Fublary3003(6) => /rescue
11:25:9 | testere151(8): týrý verdim diyelim biþe olmaz týrdan
11:25:18 | testere151(8): dorse verdiðimde dorse gider
11:25:31 | testere151(8): bizde bi komut var onu yazýnca gidiyo
11:25:35 | [CMD] Fublary3003(6) => /sirketdorse
11:25:43 | [CMD] Fublary3003(6) => /cevir
11:26:38 | [CMD] testere151(8) => /kemer
11:26:49 | [CMD] Fublary3003(6) => /work
11:31:29 | ReisErAyTR(7) oyuna girdi [IP: 176.232.148.0]
11:31:39 | 
11:31:55 | ReisErAyTR(7) Mafya olarak spawn oldu.
11:32:0 | [CMD] ReisErAyTR(7) => /sa
11:32:2 | [CMD] Fublary3003(6) => /As
11:32:3 | [CMD] testere151(8) => /as
11:32:7 | [KAMYONCU] testere151, Ankara Warehouse'den Longway Warehouse'e Degerli Esyalar tasidi. Kazanc: 29770$, 2 Skor ve 5 EXP Sure: 213 Saniye
11:32:10 | ReisErAyTR(7): 3 kiþiyiz yaw :D bomboþ server
11:32:18 | [CMD] ReisErAyTR(7) => /kemer
11:32:22 | [CMD] ReisErAyTR(7) => /modifiye
11:32:32 | [CMD] ReisErAyTR(7) => /work
11:33:2 | [CMD] testere151(8) => /atamir
11:33:3 | Fublary3003(6): testere kaç para verdi
11:33:10 | testere151(8): bakmadým
11:33:32 | [CMD] testere151(8) => /work
11:34:24 | [CMD] testere151(8) => /ogorev 6
11:35:18 | [CMD] testere151(8) => /sac
11:35:53 | [CMD] ReisErAyTR(7) => /cevir
11:36:47 | [KAMYONCU] Fublary3003, Yeni Sanayi'den Avery Construction'e Pano tasidi. Kazanc: 24201$, 2 Skor ve 5 EXP Sure: 97 Saniye
11:37:7 | [CMD] Fublary3003(6) => /sirket
11:37:31 | [CMD] Fublary3003(6) => /meslek
11:37:33 | [CMD] testere151(8) => /atamir
11:37:36 | [CMD] Fublary3003(6) => /rescue
11:37:40 | [CMD] Fublary3003(6) => /krakol
11:37:43 | [CMD] Fublary3003(6) => /karakol
11:37:49 | [CMD] Fublary3003(6) => /cezaode
11:37:53 | [CMD] Fublary3003(6) => /meslek
11:38:11 | Fublary3003(6) Gemici olarak spawn oldu.
11:38:19 | [CMD] Fublary3003(6) => /ranklar
11:38:20 | Jodor(9) oyuna girdi [IP: 78.168.26.18]
11:38:30 | 
11:38:33 | {FFCC00}Jodor(9) {FFFFFF}Kamyoncu olarak spawn oldu.
11:38:34 | [CMD] Fublary3003(6) => /work
11:38:39 | [CMD] Fublary3003(6) => /goreviptal
11:38:40 | [CMD] Jodor(9) => /sa
11:38:41 | [CMD] testere151(8) => /as
11:38:42 | [CMD] ReisErAyTR(7) => /as
11:38:42 | [CMD] Fublary3003(6) => /adminol
11:38:44 | [CMD] Fublary3003(6) => /As
11:38:45 | [CMD] Jodor(9) => /sirket
11:38:45 | ReisErAyTR(7): bb
11:38:47 | [CMD] Fublary3003(6) => /Adminol
11:38:51 | Fublary3003(6) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:39:5 | testere151(8): lo dorsem kayboldu :/
11:39:9 | ReisErAyTR(7): :(
11:39:13 | Jodor(9): :)
11:39:17 | testere151(8): dorsemi kim çekti :WQE
11:39:29 | [CMD] Jodor(9) => /pm 8 testere
11:39:33 | [CMD] testere151(8) => /pm 9 efm
11:39:51 | [CMD] testere151(8) => /goreviptal
11:39:53 | [CMD] testere151(8) => /goto 9
11:39:58 | [CMD] Jodor(9) => /pm 8 þirketdorse alanýnda fazladna dorse olduðunda onu bazen dýþarý atýyorum
11:40:15 | [CMD] testere151(8) => /pm 9 hmm
11:40:17 | [LOCAL]Jodor(9): genel sw içi araç res yapýldýðýnda o dorse yine oraya ýþýnlanýyor
11:40:17 | [CMD] Jodor(9) => /l genel sw içi araç res yapýldýðýnda o dorse yine oraya ýþýnlanýyor
11:40:21 | [LOCAL]Jodor(9): anlamadým durumu
11:40:21 | [CMD] Jodor(9) => /l anlamadým durumu
11:40:40 | [LOCAL]testere151(8): dorse çýkartan kiþi oyundan çýkýp girmesi gerek 
11:40:40 | [CMD] testere151(8) => /l dorse çýkartan kiþi oyundan çýkýp girmesi gerek 
11:40:54 | [LOCAL]testere151(8): yoksa sürekli orda spawn olur
11:40:54 | [CMD] testere151(8) => /l yoksa sürekli orda spawn olur
11:41:1 | [LOCAL]Jodor(9): anladým.
11:41:1 | [CMD] Jodor(9) => /l anladým.
11:41:15 | [LOCAL]Jodor(9): böylelikle anlarým kim o dorseyi çýkartýðýný
11:41:15 | [CMD] Jodor(9) => /l böylelikle anlarým kim o dorseyi çýkartýðýný
11:41:21 | [CMD] Jodor(9) => /sirket
11:41:21 | [LOCAL]testere151(8): ayn
11:41:21 | [CMD] testere151(8) => /l ayn
11:41:28 | [LOCAL]Jodor(9): dün 16m kasmýþým :)
11:41:28 | [CMD] Jodor(9) => /l dün 16m kasmýþým :)
11:41:37 | [LOCAL]Jodor(9): þirket parasý çýktý
11:41:37 | [CMD] Jodor(9) => /l þirket parasý çýktý
11:41:40 | [LOCAL]testere151(8): maþallah :D
11:41:40 | [CMD] testere151(8) => /l maþallah :D
11:41:46 | [LOCAL]Jodor(9): 1m harçlýk bana
11:41:46 | [CMD] Jodor(9) => /l 1m harçlýk bana
11:41:52 | [CMD] testere151(8) => /sirket
11:41:54 | [LOCAL]Jodor(9): vipte var ya
11:41:54 | [CMD] Jodor(9) => /l vipte var ya
11:41:58 | [CMD] Jodor(9) => /bonus
11:42:0 | [LOCAL]testere151(8): ayn
11:42:0 | [CMD] testere151(8) => /l ayn
11:42:6 | [LOCAL]testere151(8): viple kolay olur 
11:42:6 | [CMD] testere151(8) => /l viple kolay olur 
11:42:13 | [LOCAL]Jodor(9): convoy yapak mý týrýný al gel
11:42:13 | [CMD] Jodor(9) => /l convoy yapak mý týrýný al gel
11:42:19 | [LOCAL]testere151(8): olur
11:42:19 | [CMD] testere151(8) => /l olur
11:42:23 | [LOCAL]Jodor(9): tamam
11:42:23 | [CMD] Jodor(9) => /l tamam
11:42:27 | [CMD] Jodor(9) => /myskin 294
11:42:29 | [CMD] testere151(8) => /rescue
11:42:35 | [CMD] Jodor(9) => /convoy
11:42:40 | [CMD] testere151(8) => /convoy
11:42:49 | [CMD] Jodor(9) => /c harboura görev alýp gidelim
11:42:56 | [CMD] testere151(8) => /c tm
11:42:57 | [CMD] Jodor(9) => /sirketdorse
11:42:59 | [CMD] testere151(8) => /sirketdorse
11:43:22 | [CMD] Jodor(9) => /c þirketin önündeyim
11:43:33 | [CMD] testere151(8) => /c baþlat sen dorse aldým
11:43:40 | [CMD] Jodor(9) => /work
11:44:3 | [CMD] testere151(8) => /c lucifer eþya deposu :/
11:44:4 | [CMD] Jodor(9) => /sirket 
11:44:15 | [CMD] Jodor(9) => /c ordan alýr öyle gideriz harboura
11:44:21 | [CMD] testere151(8) => /c tm
11:45:29 | [CMD] Jodor(9) => /kemer
11:45:49 | [CMD] testere151(8) => /caroption
11:45:51 | [CMD] ReisErAyTR(7) => /meslek
11:45:55 | {FFCC00}ReisErAyTR(7) {FFFFFF}Pilot olarak spawn oldu.
11:45:58 | [CMD] Jodor(9) => /caroption
11:46:2 | [CMD] ReisErAyTR(7) => /mesle
11:46:3 | [CMD] ReisErAyTR(7) => /meslek
11:46:5 | {FFCC00}ReisErAyTR(7) Otobus Soforu olarak spawn oldu.
11:46:7 | [CMD] Jodor(9) => /vtamir
11:46:11 | [CMD] ReisErAyTR(7) => /meslek
11:46:14 | ReisErAyTR(7) Mafya olarak spawn oldu.
11:46:17 | [CMD] ReisErAyTR(7) => /meslek
11:46:19 | {FFCC00}ReisErAyTR(7) {FFFFFF}Pilot olarak spawn oldu.
11:46:25 | [CMD] ReisErAyTR(7) => /rescue
11:46:37 | [CMD] ReisErAyTR(7) => /kemer
11:46:40 | [CMD] ReisErAyTR(7) => /work
11:47:34 | [CMD] Jodor(9) => /c ben bi çay doldurup geleyim
11:47:42 | [CMD] testere151(8) => /c tm
11:49:4 | [CMD] ReisErAyTR(7) => /kemer
11:49:8 | [CMD] ReisErAyTR(7) => /work
11:49:47 | [CMD] Jodor(9) => /sirket
11:50:21 | [CMD] Jodor(9) => /work
11:50:31 | [CMD] testere151(8) => /sirket
11:50:37 | [CMD] Jodor(9) => /asiriyuk
11:50:58 | [CMD] ReisErAyTR(7) => /meslek
11:51:11 | {FFCC00}ReisErAyTR(7) Otobus Soforu olarak spawn oldu.
11:51:25 | [CMD] ReisErAyTR(7) => /basarimlar
11:52:0 | [CMD] ReisErAyTR(7) => /basarimlar
11:52:14 | [CMD] ReisErAyTR(7) => /meslek
11:52:16 | {FFCC00}ReisErAyTR(7) {FFFFFF}Kamyoncu olarak spawn oldu.
11:52:24 | ReisErAyTR(7) oyundan cIktI (KendI IstegIyle) (IP: 255.255.255.255)
11:54:55 | [CMD] Jodor(9) => /cevir
11:55:2 | {FFCC00}Jodor(9) {FFFFFF}Kamyoncu olarak spawn oldu.
11:55:6 | [SirketCHT] Jodor(9): ! düþtüm 
11:55:10 | Jodor(9): düþtüm
11:55:12 | Jodor(9): öldüm
11:55:14 | Jodor(9): :/
11:55:21 | Jodor(9): bu lag var ya
11:55:21 | testere151(8): :/
11:55:25 | [CMD] Jodor(9) => /goreviptal
11:55:30 | [CMD] Jodor(9) => /karakol
11:55:31 | testere151(8): pingin 169 :/
11:55:36 | Jodor(9): docksa git geliyorum
11:55:40 | testere151(8): tm
11:55:53 | Jodor(9): nitroda olunca basýyorum tabii
11:56:6 | testere151(8): ayn
11:56:6 | [CMD] Jodor(9) => /convoyayril
